"Bowler","Season","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Striker","Stadium","Average","Economy"
"Alzarri Joseph",2019,"Punjab Kings","Mumbai Indians",22,0,12,"All","All",Inf,11
"Alzarri Joseph",2019,"Rajasthan Royals","Mumbai Indians",53,0,18,"All","All",Inf,17.6666666666667
"Alzarri Joseph",2019,"Sunrisers Hyderabad","Mumbai Indians",12,6,22,"All","All",2,3.27272727272727
"Alzarri Joseph",2022,"Chennai Super Kings","Gujarat Titans",49,3,42,"All","All",16.3333333333333,7
"Alzarri Joseph",2022,"Kolkata Knight Riders","Gujarat Titans",31,1,24,"All","All",31,7.75
"Alzarri Joseph",2022,"Lucknow Super Giants","Gujarat Titans",14,0,12,"All","All",Inf,7
"Alzarri Joseph",2022,"Mumbai Indians","Gujarat Titans",41,1,24,"All","All",41,10.25
"Alzarri Joseph",2022,"Punjab Kings","Gujarat Titans",25,0,18,"All","All",Inf,8.33333333333333
"Alzarri Joseph",2022,"Rajasthan Royals","Gujarat Titans",27,0,12,"All","All",Inf,13.5
"Alzarri Joseph",2022,"Royal Challengers Bangalore","Gujarat Titans",42,1,24,"All","All",42,10.5
"Alzarri Joseph",2022,"Sunrisers Hyderabad","Gujarat Titans",35,1,24,"All","All",35,8.75
"Aman Hakim Khan",2022,"Sunrisers Hyderabad","Kolkata Knight Riders",13,0,6,"All","All",Inf,13
"Amit Mishra",2008,"Deccan Chargers","Delhi Capitals",17,5,24,"All","All",3.4,4.25
"Amit Mishra",2008,"Kolkata Knight Riders","Delhi Capitals",13,0,18,"All","All",Inf,4.33333333333333
"Amit Mishra",2008,"Mumbai Indians","Delhi Capitals",23,1,24,"All","All",23,5.75
"Amit Mishra",2008,"Punjab Kings","Delhi Capitals",21,1,12,"All","All",21,10.5
"Amit Mishra",2008,"Rajasthan Royals","Delhi Capitals",64,4,41,"All","All",16,9.36585365853659
"Amit Mishra",2009,"Chennai Super Kings","Delhi Capitals",24,0,18,"All","All",Inf,8
"Amit Mishra",2009,"Deccan Chargers","Delhi Capitals",90,4,66,"All","All",22.5,8.18181818181818
"Amit Mishra",2009,"Kolkata Knight Riders","Delhi Capitals",32,3,48,"All","All",10.6666666666667,4
"Amit Mishra",2009,"Mumbai Indians","Delhi Capitals",62,0,48,"All","All",Inf,7.75
"Amit Mishra",2009,"Rajasthan Royals","Delhi Capitals",67,6,48,"All","All",11.1666666666667,8.375
"Amit Mishra",2009,"Royal Challengers Bangalore","Delhi Capitals",19,1,24,"All","All",19,4.75
"Amit Mishra",2010,"Chennai Super Kings","Delhi Capitals",38,2,42,"All","All",19,5.42857142857143
"Amit Mishra",2010,"Deccan Chargers","Delhi Capitals",40,2,42,"All","All",20,5.71428571428571
"Amit Mishra",2010,"Kolkata Knight Riders","Delhi Capitals",59,1,48,"All","All",59,7.375
"Amit Mishra",2010,"Mumbai Indians","Delhi Capitals",74,1,42,"All","All",74,10.5714285714286
"Amit Mishra",2010,"Punjab Kings","Delhi Capitals",38,2,48,"All","All",19,4.75
"Amit Mishra",2010,"Rajasthan Royals","Delhi Capitals",59,4,48,"All","All",14.75,7.375
"Amit Mishra",2010,"Royal Challengers Bangalore","Delhi Capitals",55,5,48,"All","All",11,6.875
"Amit Mishra",2011,"Chennai Super Kings","Deccan Chargers",34,0,18,"All","All",Inf,11.3333333333333
"Amit Mishra",2011,"Delhi Capitals","Deccan Chargers",81,2,48,"All","All",40.5,10.125
"Amit Mishra",2011,"Kochi Tuskers Kerala","Deccan Chargers",12,1,24,"All","All",12,3
"Amit Mishra",2011,"Kolkata Knight Riders","Deccan Chargers",41,3,42,"All","All",13.6666666666667,5.85714285714286
"Amit Mishra",2011,"Mumbai Indians","Deccan Chargers",32,3,48,"All","All",10.6666666666667,4
"Amit Mishra",2011,"Pune Warriors","Deccan Chargers",52,3,44,"All","All",17.3333333333333,7.09090909090909
"Amit Mishra",2011,"Punjab Kings","Deccan Chargers",37,6,48,"All","All",6.16666666666667,4.625
"Amit Mishra",2011,"Rajasthan Royals","Deccan Chargers",28,0,24,"All","All",Inf,7
"Amit Mishra",2011,"Royal Challengers Bangalore","Deccan Chargers",41,1,24,"All","All",41,10.25
"Amit Mishra",2012,"Chennai Super Kings","Deccan Chargers",18,1,12,"All","All",18,9
"Amit Mishra",2012,"Delhi Capitals","Deccan Chargers",70,0,36,"All","All",Inf,11.6666666666667
"Amit Mishra",2012,"Kolkata Knight Riders","Deccan Chargers",27,1,24,"All","All",27,6.75
"Amit Mishra",2012,"Mumbai Indians","Deccan Chargers",60,1,48,"All","All",60,7.5
"Amit Mishra",2012,"Pune Warriors","Deccan Chargers",45,0,36,"All","All",Inf,7.5
"Amit Mishra",2012,"Punjab Kings","Deccan Chargers",51,1,30,"All","All",51,10.2
"Amit Mishra",2012,"Rajasthan Royals","Deccan Chargers",52,5,48,"All","All",10.4,6.5
"Amit Mishra",2012,"Royal Challengers Bangalore","Deccan Chargers",54,4,48,"All","All",13.5,6.75
"Amit Mishra",2013,"Chennai Super Kings","Sunrisers Hyderabad",67,3,48,"All","All",22.3333333333333,8.375
"Amit Mishra",2013,"Delhi Capitals","Sunrisers Hyderabad",31,2,48,"All","All",15.5,3.875
"Amit Mishra",2013,"Kolkata Knight Riders","Sunrisers Hyderabad",48,1,42,"All","All",48,6.85714285714286
"Amit Mishra",2013,"Mumbai Indians","Sunrisers Hyderabad",60,2,42,"All","All",30,8.57142857142857
"Amit Mishra",2013,"Pune Warriors","Sunrisers Hyderabad",38,7,48,"All","All",5.42857142857143,4.75
"Amit Mishra",2013,"Punjab Kings","Sunrisers Hyderabad",49,2,36,"All","All",24.5,8.16666666666667
"Amit Mishra",2013,"Rajasthan Royals","Sunrisers Hyderabad",44,3,60,"All","All",14.6666666666667,4.4
"Amit Mishra",2013,"Royal Challengers Bangalore","Sunrisers Hyderabad",57,1,48,"All","All",57,7.125
"Amit Mishra",2014,"Chennai Super Kings","Sunrisers Hyderabad",27,0,21,"All","All",Inf,7.71428571428572
"Amit Mishra",2014,"Delhi Capitals","Sunrisers Hyderabad",61,2,42,"All","All",30.5,8.71428571428571
"Amit Mishra",2014,"Kolkata Knight Riders","Sunrisers Hyderabad",38,0,24,"All","All",Inf,9.5
"Amit Mishra",2014,"Mumbai Indians","Sunrisers Hyderabad",87,0,42,"All","All",Inf,12.4285714285714
"Amit Mishra",2014,"Punjab Kings","Sunrisers Hyderabad",88,3,48,"All","All",29.3333333333333,11
"Amit Mishra",2014,"Rajasthan Royals","Sunrisers Hyderabad",39,2,48,"All","All",19.5,4.875
"Amit Mishra",2015,"Chennai Super Kings","Delhi Capitals",21,1,24,"All","All",21,5.25
"Amit Mishra",2015,"Kolkata Knight Riders","Delhi Capitals",42,1,43,"All","All",42,5.86046511627907
"Amit Mishra",2015,"Mumbai Indians","Delhi Capitals",57,3,48,"All","All",19,7.125
"Amit Mishra",2015,"Punjab Kings","Delhi Capitals",44,2,36,"All","All",22,7.33333333333333
"Amit Mishra",2015,"Rajasthan Royals","Delhi Capitals",73,2,48,"All","All",36.5,9.125
"Amit Mishra",2015,"Royal Challengers Bangalore","Delhi Capitals",25,0,12,"All","All",Inf,12.5
"Amit Mishra",2015,"Sunrisers Hyderabad","Delhi Capitals",48,0,30,"All","All",Inf,9.6
"Amit Mishra",2016,"Gujarat Lions","Delhi Capitals",46,1,36,"All","All",46,7.66666666666667
"Amit Mishra",2016,"Kolkata Knight Riders","Delhi Capitals",47,2,36,"All","All",23.5,7.83333333333333
"Amit Mishra",2016,"Mumbai Indians","Delhi Capitals",66,3,48,"All","All",22,8.25
"Amit Mishra",2016,"Punjab Kings","Delhi Capitals",48,4,42,"All","All",12,6.85714285714286
"Amit Mishra",2016,"Rising Pune Supergiants","Delhi Capitals",38,1,36,"All","All",38,6.33333333333333
"Amit Mishra",2016,"Royal Challengers Bangalore","Delhi Capitals",59,0,42,"All","All",Inf,8.42857142857143
"Amit Mishra",2016,"Sunrisers Hyderabad","Delhi Capitals",40,2,36,"All","All",20,6.66666666666667
"Amit Mishra",2017,"Gujarat Lions","Delhi Capitals",50,1,24,"All","All",50,12.5
"Amit Mishra",2017,"Kolkata Knight Riders","Delhi Capitals",62,1,35,"All","All",62,10.6285714285714
"Amit Mishra",2017,"Mumbai Indians","Delhi Capitals",55,3,48,"All","All",18.3333333333333,6.875
"Amit Mishra",2017,"Punjab Kings","Delhi Capitals",25,1,24,"All","All",25,6.25
"Amit Mishra",2017,"Rising Pune Supergiants","Delhi Capitals",37,3,36,"All","All",12.3333333333333,6.16666666666667
"Amit Mishra",2017,"Royal Challengers Bangalore","Delhi Capitals",58,0,24,"All","All",Inf,14.5
"Amit Mishra",2017,"Sunrisers Hyderabad","Delhi Capitals",56,1,42,"All","All",56,8
"Amit Mishra",2018,"Chennai Super Kings","Delhi Capitals",50,3,48,"All","All",16.6666666666667,6.25
"Amit Mishra",2018,"Kolkata Knight Riders","Delhi Capitals",23,2,24,"All","All",11.5,5.75
"Amit Mishra",2018,"Mumbai Indians","Delhi Capitals",19,3,24,"All","All",6.33333333333333,4.75
"Amit Mishra",2018,"Punjab Kings","Delhi Capitals",79,0,48,"All","All",Inf,9.875
"Amit Mishra",2018,"Rajasthan Royals","Delhi Capitals",12,1,12,"All","All",12,6
"Amit Mishra",2018,"Royal Challengers Bangalore","Delhi Capitals",33,1,24,"All","All",33,8.25
"Amit Mishra",2018,"Sunrisers Hyderabad","Delhi Capitals",48,2,42,"All","All",24,6.85714285714286
"Amit Mishra",2019,"Chennai Super Kings","Delhi Capitals",72,3,66,"All","All",24,6.54545454545454
"Amit Mishra",2019,"Kolkata Knight Riders","Delhi Capitals",36,1,24,"All","All",36,9
"Amit Mishra",2019,"Mumbai Indians","Delhi Capitals",18,1,18,"All","All",18,6
"Amit Mishra",2019,"Punjab Kings","Delhi Capitals",41,0,24,"All","All",Inf,10.25
"Amit Mishra",2019,"Rajasthan Royals","Delhi Capitals",45,3,42,"All","All",15,6.42857142857143
"Amit Mishra",2019,"Royal Challengers Bangalore","Delhi Capitals",29,2,24,"All","All",14.5,7.25
"Amit Mishra",2019,"Sunrisers Hyderabad","Delhi Capitals",29,1,42,"All","All",29,4.14285714285714
"Amit Mishra",2020,"Chennai Super Kings","Delhi Capitals",23,0,24,"All","All",Inf,5.75
"Amit Mishra",2020,"Kolkata Knight Riders","Delhi Capitals",14,1,12,"All","All",14,7
"Amit Mishra",2020,"Sunrisers Hyderabad","Delhi Capitals",35,2,24,"All","All",17.5,8.75
"Amit Mishra",2021,"Chennai Super Kings","Delhi Capitals",27,0,18,"All","All",Inf,9
"Amit Mishra",2021,"Mumbai Indians","Delhi Capitals",24,4,24,"All","All",6,6
"Amit Mishra",2021,"Royal Challengers Bangalore","Delhi Capitals",27,1,18,"All","All",27,9
"Amit Mishra",2021,"Sunrisers Hyderabad","Delhi Capitals",31,1,24,"All","All",31,7.75
"Amit Singh",2009,"Chennai Super Kings","Rajasthan Royals",25,1,18,"All","All",25,8.33333333333333
"Amit Singh",2009,"Delhi Capitals","Rajasthan Royals",23,0,18,"All","All",Inf,7.66666666666667
"Amit Singh",2009,"Kolkata Knight Riders","Rajasthan Royals",19,1,21,"All","All",19,5.42857142857143
"Amit Singh",2009,"Punjab Kings","Rajasthan Royals",9,3,24,"All","All",3,2.25
"Amit Singh",2009,"Royal Challengers Bangalore","Rajasthan Royals",19,4,24,"All","All",4.75,4.75
"Amit Singh",2011,"Chennai Super Kings","Rajasthan Royals",40,1,24,"All","All",40,10
"Amit Singh",2011,"Deccan Chargers","Rajasthan Royals",35,3,24,"All","All",11.6666666666667,8.75
"Amit Singh",2011,"Delhi Capitals","Rajasthan Royals",18,1,24,"All","All",18,4.5
"Amit Singh",2011,"Kochi Tuskers Kerala","Rajasthan Royals",26,1,24,"All","All",26,6.5
"Amit Singh",2011,"Kolkata Knight Riders","Rajasthan Royals",33,0,21,"All","All",Inf,9.42857142857143
"Amit Singh",2011,"Mumbai Indians","Rajasthan Royals",34,3,36,"All","All",11.3333333333333,5.66666666666667
"Amit Singh",2011,"Pune Warriors","Rajasthan Royals",29,0,18,"All","All",Inf,9.66666666666667
"Amit Singh",2012,"Chennai Super Kings","Rajasthan Royals",45,0,24,"All","All",Inf,11.25
"Amit Singh",2012,"Deccan Chargers","Rajasthan Royals",55,0,24,"All","All",Inf,13.75
"Amit Singh",2012,"Delhi Capitals","Rajasthan Royals",53,2,30,"All","All",26.5,10.6
"Amit Singh",2012,"Kolkata Knight Riders","Rajasthan Royals",59,3,48,"All","All",19.6666666666667,7.375
"Amit Singh",2012,"Mumbai Indians","Rajasthan Royals",29,2,24,"All","All",14.5,7.25
"Amit Singh",2012,"Punjab Kings","Rajasthan Royals",26,1,24,"All","All",26,6.5
"Amit Singh",2012,"Royal Challengers Bangalore","Rajasthan Royals",43,2,23,"All","All",21.5,11.2173913043478
"Amit Uniyal",2010,"Delhi Capitals","Rajasthan Royals",25,0,12,"All","All",Inf,12.5
"Amit Uniyal",2010,"Mumbai Indians","Rajasthan Royals",41,2,24,"All","All",20.5,10.25
"Anand Rajan",2011,"Mumbai Indians","Deccan Chargers",27,3,18,"All","All",9,9
"Anand Rajan",2011,"Punjab Kings","Deccan Chargers",23,0,12,"All","All",Inf,11.5
"Anand Rajan",2012,"Kolkata Knight Riders","Deccan Chargers",11,1,12,"All","All",11,5.5
"Anand Rajan",2012,"Mumbai Indians","Deccan Chargers",9,0,12,"All","All",Inf,4.5
"Anand Rajan",2012,"Rajasthan Royals","Deccan Chargers",45,1,24,"All","All",45,11.25
"Anand Rajan",2012,"Royal Challengers Bangalore","Deccan Chargers",44,1,23,"All","All",44,11.4782608695652
"Anand Rajan",2013,"Delhi Capitals","Sunrisers Hyderabad",20,1,24,"All","All",20,5
"Anand Rajan",2013,"Kolkata Knight Riders","Sunrisers Hyderabad",22,1,24,"All","All",22,5.5
"Andre Nel",2008,"Delhi Capitals","Mumbai Indians",31,1,18,"All","All",31,10.3333333333333
"Andre Russell",2012,"Chennai Super Kings","Delhi Capitals",30,0,24,"All","All",Inf,7.5
"Andre Russell",2012,"Deccan Chargers","Delhi Capitals",39,0,24,"All","All",Inf,9.75
"Andre Russell",2012,"Punjab Kings","Delhi Capitals",51,1,24,"All","All",51,12.75
"Andre Russell",2012,"Royal Challengers Bangalore","Delhi Capitals",41,0,24,"All","All",Inf,10.25
"Andre Russell",2013,"Kolkata Knight Riders","Delhi Capitals",24,0,18,"All","All",Inf,8
"Andre Russell",2013,"Mumbai Indians","Delhi Capitals",13,0,6,"All","All",Inf,13
"Andre Russell",2013,"Rajasthan Royals","Delhi Capitals",31,0,18,"All","All",Inf,10.3333333333333
"Andre Russell",2014,"Chennai Super Kings","Kolkata Knight Riders",25,1,12,"All","All",25,12.5
"Andre Russell",2014,"Rajasthan Royals","Kolkata Knight Riders",27,0,18,"All","All",Inf,9
"Andre Russell",2015,"Chennai Super Kings","Kolkata Knight Riders",46,4,48,"All","All",11.5,5.75
"Andre Russell",2015,"Delhi Capitals","Kolkata Knight Riders",45,1,42,"All","All",45,6.42857142857143
"Andre Russell",2015,"Mumbai Indians","Kolkata Knight Riders",58,0,42,"All","All",Inf,8.28571428571428
"Andre Russell",2015,"Punjab Kings","Kolkata Knight Riders",89,3,48,"All","All",29.6666666666667,11.125
"Andre Russell",2015,"Rajasthan Royals","Kolkata Knight Riders",32,3,24,"All","All",10.6666666666667,8
"Andre Russell",2015,"Royal Challengers Bangalore","Kolkata Knight Riders",38,1,22,"All","All",38,10.3636363636364
"Andre Russell",2015,"Sunrisers Hyderabad","Kolkata Knight Riders",16,2,18,"All","All",8,5.33333333333333
"Andre Russell",2016,"Delhi Capitals","Kolkata Knight Riders",50,6,42,"All","All",8.33333333333333,7.14285714285714
"Andre Russell",2016,"Gujarat Lions","Kolkata Knight Riders",21,1,18,"All","All",21,7
"Andre Russell",2016,"Mumbai Indians","Kolkata Knight Riders",80,1,42,"All","All",80,11.4285714285714
"Andre Russell",2016,"Punjab Kings","Kolkata Knight Riders",38,4,30,"All","All",9.5,7.6
"Andre Russell",2016,"Rising Pune Supergiants","Kolkata Knight Riders",27,1,24,"All","All",27,6.75
"Andre Russell",2016,"Royal Challengers Bangalore","Kolkata Knight Riders",56,1,39,"All","All",56,8.61538461538461
"Andre Russell",2016,"Sunrisers Hyderabad","Kolkata Knight Riders",19,1,24,"All","All",19,4.75
"Andre Russell",2018,"Chennai Super Kings","Kolkata Knight Riders",47,0,30,"All","All",Inf,9.4
"Andre Russell",2018,"Delhi Capitals","Kolkata Knight Riders",53,2,30,"All","All",26.5,10.6
"Andre Russell",2018,"Mumbai Indians","Kolkata Knight Riders",28,2,24,"All","All",14,7
"Andre Russell",2018,"Punjab Kings","Kolkata Knight Riders",72,3,35,"All","All",24,12.3428571428571
"Andre Russell",2018,"Rajasthan Royals","Kolkata Knight Riders",35,2,36,"All","All",17.5,5.83333333333333
"Andre Russell",2018,"Royal Challengers Bangalore","Kolkata Knight Riders",41,3,30,"All","All",13.6666666666667,8.2
"Andre Russell",2018,"Sunrisers Hyderabad","Kolkata Knight Riders",79,1,42,"All","All",79,11.2857142857143
"Andre Russell",2019,"Chennai Super Kings","Kolkata Knight Riders",16,0,6,"All","All",Inf,16
"Andre Russell",2019,"Delhi Capitals","Kolkata Knight Riders",57,2,36,"All","All",28.5,9.5
"Andre Russell",2019,"Mumbai Indians","Kolkata Knight Riders",59,2,37,"All","All",29.5,9.56756756756757
"Andre Russell",2019,"Punjab Kings","Kolkata Knight Riders",50,3,36,"All","All",16.6666666666667,8.33333333333333
"Andre Russell",2019,"Rajasthan Royals","Kolkata Knight Riders",32,1,18,"All","All",32,10.6666666666667
"Andre Russell",2019,"Royal Challengers Bangalore","Kolkata Knight Riders",33,1,24,"All","All",33,8.25
"Andre Russell",2019,"Sunrisers Hyderabad","Kolkata Knight Riders",40,2,24,"All","All",20,10
"Andre Russell",2020,"Chennai Super Kings","Kolkata Knight Riders",18,1,12,"All","All",18,9
"Andre Russell",2020,"Delhi Capitals","Kolkata Knight Riders",29,2,24,"All","All",14.5,7.25
"Andre Russell",2020,"Mumbai Indians","Kolkata Knight Riders",32,1,24,"All","All",32,8
"Andre Russell",2020,"Royal Challengers Bangalore","Kolkata Knight Riders",51,1,24,"All","All",51,12.75
"Andre Russell",2020,"Sunrisers Hyderabad","Kolkata Knight Riders",45,1,24,"All","All",45,11.25
"Andre Russell",2021,"Chennai Super Kings","Kolkata Knight Riders",55,2,30,"All","All",27.5,11
"Andre Russell",2021,"Mumbai Indians","Kolkata Knight Riders",52,5,30,"All","All",10.4,10.4
"Andre Russell",2021,"Punjab Kings","Kolkata Knight Riders",2,0,6,"All","All",Inf,2
"Andre Russell",2021,"Royal Challengers Bangalore","Kolkata Knight Riders",47,3,30,"All","All",15.6666666666667,9.4
"Andre Russell",2021,"Sunrisers Hyderabad","Kolkata Knight Riders",32,1,18,"All","All",32,10.6666666666667
"Andre Russell",2022,"Chennai Super Kings","Kolkata Knight Riders",38,1,24,"All","All",38,9.5
"Andre Russell",2022,"Delhi Capitals","Kolkata Knight Riders",30,1,18,"All","All",30,10
"Andre Russell",2022,"Gujarat Titans","Kolkata Knight Riders",5,4,6,"All","All",1.25,5
"Andre Russell",2022,"Lucknow Super Giants","Kolkata Knight Riders",67,2,36,"All","All",33.5,11.1666666666667
"Andre Russell",2022,"Mumbai Indians","Kolkata Knight Riders",31,2,21,"All","All",15.5,8.85714285714286
"Andre Russell",2022,"Punjab Kings","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Andre Russell",2022,"Rajasthan Royals","Kolkata Knight Riders",29,1,12,"All","All",29,14.5
"Andre Russell",2022,"Royal Challengers Bangalore","Kolkata Knight Riders",36,0,14,"All","All",Inf,15.4285714285714
"Andre Russell",2022,"Sunrisers Hyderabad","Kolkata Knight Riders",42,5,36,"All","All",8.4,7
"Andrew Flintoff",2009,"Delhi Capitals","Chennai Super Kings",50,0,24,"All","All",Inf,12.5
"Andrew Flintoff",2009,"Mumbai Indians","Chennai Super Kings",44,1,24,"All","All",44,11
"Andrew Flintoff",2009,"Royal Challengers Bangalore","Chennai Super Kings",11,1,18,"All","All",11,3.66666666666667
"Andrew McDonald",2009,"Royal Challengers Bangalore","Delhi Capitals",22,0,18,"All","All",Inf,7.33333333333333
"Andrew McDonald",2010,"Kolkata Knight Riders","Delhi Capitals",37,2,24,"All","All",18.5,9.25
"Andrew McDonald",2010,"Mumbai Indians","Delhi Capitals",42,1,24,"All","All",42,10.5
"Andrew McDonald",2010,"Rajasthan Royals","Delhi Capitals",17,0,12,"All","All",Inf,8.5
"Andrew McDonald",2010,"Royal Challengers Bangalore","Delhi Capitals",42,2,24,"All","All",21,10.5
"Andrew McDonald",2011,"Chennai Super Kings","Delhi Capitals",23,0,12,"All","All",Inf,11.5
"Andrew McDonald",2012,"Delhi Capitals","Royal Challengers Bangalore",11,1,12,"All","All",11,5.5
"Andrew McDonald",2012,"Punjab Kings","Royal Challengers Bangalore",50,4,48,"All","All",12.5,6.25
"Andrew McDonald",2013,"Delhi Capitals","Royal Challengers Bangalore",17,1,12,"All","All",17,8.5
"Andrew Symonds",2008,"Delhi Capitals","Deccan Chargers",35,0,12,"All","All",Inf,17.5
"Andrew Symonds",2008,"Kolkata Knight Riders","Deccan Chargers",20,0,12,"All","All",Inf,10
"Andrew Symonds",2008,"Rajasthan Royals","Deccan Chargers",46,0,17,"All","All",Inf,16.2352941176471
"Andrew Symonds",2009,"Delhi Capitals","Deccan Chargers",39,2,36,"All","All",19.5,6.5
"Andrew Symonds",2009,"Kolkata Knight Riders","Deccan Chargers",28,1,24,"All","All",28,7
"Andrew Symonds",2009,"Punjab Kings","Deccan Chargers",30,1,18,"All","All",30,10
"Andrew Symonds",2009,"Rajasthan Royals","Deccan Chargers",30,0,24,"All","All",Inf,7.5
"Andrew Symonds",2009,"Royal Challengers Bangalore","Deccan Chargers",33,3,42,"All","All",11,4.71428571428571
"Andrew Symonds",2010,"Chennai Super Kings","Deccan Chargers",70,4,66,"All","All",17.5,6.36363636363636
"Andrew Symonds",2010,"Delhi Capitals","Deccan Chargers",29,3,36,"All","All",9.66666666666667,4.83333333333333
"Andrew Symonds",2010,"Kolkata Knight Riders","Deccan Chargers",52,2,48,"All","All",26,6.5
"Andrew Symonds",2010,"Mumbai Indians","Deccan Chargers",72,0,48,"All","All",Inf,9
"Andrew Symonds",2010,"Punjab Kings","Deccan Chargers",38,1,36,"All","All",38,6.33333333333333
"Andrew Symonds",2010,"Rajasthan Royals","Deccan Chargers",27,0,24,"All","All",Inf,6.75
"Andrew Symonds",2010,"Royal Challengers Bangalore","Deccan Chargers",84,2,60,"All","All",42,8.4
"Andrew Symonds",2011,"Delhi Capitals","Mumbai Indians",23,0,12,"All","All",Inf,11.5
"Andrew Symonds",2011,"Pune Warriors","Mumbai Indians",7,0,6,"All","All",Inf,7
"Andrew Symonds",2011,"Punjab Kings","Mumbai Indians",11,1,6,"All","All",11,11
"Andrew Tye",2017,"Mumbai Indians","Gujarat Lions",43,2,30,"All","All",21.5,8.6
"Andrew Tye",2017,"Punjab Kings","Gujarat Lions",35,2,24,"All","All",17.5,8.75
"Andrew Tye",2017,"Rising Pune Supergiants","Gujarat Lions",17,5,24,"All","All",3.4,4.25
