"Bowling_Team","Bowler","Season","Batting_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Chennai Super Kings","Jason Holder",2013,"Royal Challengers Bangalore",20,0,6,"All",Inf,20
"Chennai Super Kings","Jason Holder",2013,"Sunrisers Hyderabad",59,0,42,"All",Inf,8.42857142857143
"Chennai Super Kings","Joginder Sharma",2008,"Deccan Chargers",45,0,18,"All",Inf,15
"Chennai Super Kings","Joginder Sharma",2008,"Delhi Capitals",35,1,18,"All",35,11.6666666666667
"Chennai Super Kings","Joginder Sharma",2008,"Kolkata Knight Riders",32,1,24,"All",32,8
"Chennai Super Kings","Joginder Sharma",2008,"Mumbai Indians",53,3,42,"All",17.6666666666667,7.57142857142857
"Chennai Super Kings","Joginder Sharma",2008,"Punjab Kings",47,1,24,"All",47,11.75
"Chennai Super Kings","Joginder Sharma",2008,"Royal Challengers Bangalore",27,2,22,"All",13.5,7.36363636363636
"Chennai Super Kings","Joginder Sharma",2009,"Deccan Chargers",14,0,6,"All",Inf,14
"Chennai Super Kings","Joginder Sharma",2009,"Delhi Capitals",8,0,6,"All",Inf,8
"Chennai Super Kings","Joginder Sharma",2009,"Mumbai Indians",25,1,24,"All",25,6.25
"Chennai Super Kings","Joginder Sharma",2009,"Royal Challengers Bangalore",10,1,6,"All",10,10
"Chennai Super Kings","Joginder Sharma",2010,"Delhi Capitals",43,1,24,"All",43,10.75
"Chennai Super Kings","Joginder Sharma",2010,"Mumbai Indians",23,1,12,"All",23,11.5
"Chennai Super Kings","Joginder Sharma",2010,"Rajasthan Royals",23,0,12,"All",Inf,11.5
"Chennai Super Kings","Joginder Sharma",2011,"Mumbai Indians",34,0,18,"All",Inf,11.3333333333333
"Chennai Super Kings","John Hastings",2014,"Sunrisers Hyderabad",29,1,18,"All",29,9.66666666666667
"Chennai Super Kings","Josh Hazlewood",2020,"Delhi Capitals",28,0,24,"All",Inf,7
"Chennai Super Kings","Josh Hazlewood",2020,"Mumbai Indians",17,0,12,"All",Inf,8.5
"Chennai Super Kings","Josh Hazlewood",2020,"Rajasthan Royals",19,1,24,"All",19,4.75
"Chennai Super Kings","Josh Hazlewood",2021,"Delhi Capitals",56,3,48,"All",18.6666666666667,7
"Chennai Super Kings","Josh Hazlewood",2021,"Kolkata Knight Riders",69,4,48,"All",17.25,8.625
"Chennai Super Kings","Josh Hazlewood",2021,"Mumbai Indians",34,1,24,"All",34,8.5
"Chennai Super Kings","Josh Hazlewood",2021,"Punjab Kings",22,0,18,"All",Inf,7.33333333333333
"Chennai Super Kings","Josh Hazlewood",2021,"Rajasthan Royals",54,0,24,"All",Inf,13.5
"Chennai Super Kings","Josh Hazlewood",2021,"Royal Challengers Bangalore",34,0,24,"All",Inf,8.5
"Chennai Super Kings","Josh Hazlewood",2021,"Sunrisers Hyderabad",24,3,24,"All",8,6
"Chennai Super Kings","Justin Kemp",2010,"Deccan Chargers",15,0,13,"All",Inf,6.92307692307692
"Chennai Super Kings","Justin Kemp",2010,"Delhi Capitals",14,0,6,"All",Inf,14
"Chennai Super Kings","Justin Kemp",2010,"Kolkata Knight Riders",12,3,18,"All",4,4
"Chennai Super Kings","Justin Kemp",2010,"Punjab Kings",13,0,7,"All",Inf,11.1428571428571
"Chennai Super Kings","KM Asif",2018,"Delhi Capitals",43,2,18,"All",21.5,14.3333333333333
"Chennai Super Kings","KM Asif",2018,"Kolkata Knight Riders",32,1,18,"All",32,10.6666666666667
"Chennai Super Kings","KM Asif",2021,"Rajasthan Royals",18,1,13,"All",18,8.30769230769231
"Chennai Super Kings","Karn Sharma",2018,"Kolkata Knight Riders",11,0,6,"All",Inf,11
"Chennai Super Kings","Karn Sharma",2018,"Rajasthan Royals",23,2,15,"All",11.5,9.2
"Chennai Super Kings","Karn Sharma",2018,"Sunrisers Hyderabad",55,2,36,"All",27.5,9.16666666666667
"Chennai Super Kings","Karn Sharma",2019,"Sunrisers Hyderabad",33,1,17,"All",33,11.6470588235294
"Chennai Super Kings","Karn Sharma",2020,"Delhi Capitals",34,0,18,"All",Inf,11.3333333333333
"Chennai Super Kings","Karn Sharma",2020,"Kolkata Knight Riders",60,3,48,"All",20,7.5
"Chennai Super Kings","Karn Sharma",2020,"Royal Challengers Bangalore",34,0,24,"All",Inf,8.5
"Chennai Super Kings","Karn Sharma",2020,"Sunrisers Hyderabad",37,2,24,"All",18.5,9.25
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Deccan Chargers",34,2,24,"All",17,8.5
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Delhi Capitals",35,2,24,"All",17.5,8.75
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Kolkata Knight Riders",36,1,24,"All",36,9
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Mumbai Indians",9,0,12,"All",Inf,4.5
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Punjab Kings",51,5,48,"All",10.2,6.375
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Rajasthan Royals",87,0,42,"All",Inf,12.4285714285714
"Chennai Super Kings","Lakshmipathy Balaji",2008,"Royal Challengers Bangalore",34,1,24,"All",34,8.5
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Deccan Chargers",59,1,27,"All",59,13.1111111111111
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Delhi Capitals",45,3,42,"All",15,6.42857142857143
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Kolkata Knight Riders",40,0,18,"All",Inf,13.3333333333333
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Mumbai Indians",17,0,12,"All",Inf,8.5
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Punjab Kings",55,1,36,"All",55,9.16666666666667
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Rajasthan Royals",34,5,39,"All",6.8,5.23076923076923
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Royal Challengers Bangalore",66,3,50,"All",22,7.92
"Chennai Super Kings","Lakshmipathy Balaji",2010,"Deccan Chargers",36,0,24,"All",Inf,9
"Chennai Super Kings","Lakshmipathy Balaji",2010,"Delhi Capitals",37,2,30,"All",18.5,7.4
"Chennai Super Kings","Lakshmipathy Balaji",2010,"Kolkata Knight Riders",9,2,14,"All",4.5,3.85714285714286
"Chennai Super Kings","Lakshmipathy Balaji",2010,"Mumbai Indians",47,1,24,"All",47,11.75
"Chennai Super Kings","Lakshmipathy Balaji",2010,"Punjab Kings",29,1,24,"All",29,7.25
"Chennai Super Kings","Lakshmipathy Balaji",2010,"Royal Challengers Bangalore",49,1,24,"All",49,12.25
"Chennai Super Kings","Lungi Ngidi",2018,"Delhi Capitals",40,3,42,"All",13.3333333333333,5.71428571428571
"Chennai Super Kings","Lungi Ngidi",2018,"Kolkata Knight Riders",36,1,18,"All",36,12
"Chennai Super Kings","Lungi Ngidi",2018,"Punjab Kings",10,4,24,"All",2.5,2.5
"Chennai Super Kings","Lungi Ngidi",2018,"Royal Challengers Bangalore",24,1,24,"All",24,6
"Chennai Super Kings","Lungi Ngidi",2018,"Sunrisers Hyderabad",46,2,48,"All",23,5.75
"Chennai Super Kings","Lungi Ngidi",2020,"Kolkata Knight Riders",34,2,24,"All",17,8.5
"Chennai Super Kings","Lungi Ngidi",2020,"Mumbai Indians",38,3,24,"All",12.6666666666667,9.5
"Chennai Super Kings","Lungi Ngidi",2020,"Punjab Kings",39,3,24,"All",13,9.75
"Chennai Super Kings","Lungi Ngidi",2020,"Rajasthan Royals",56,1,24,"All",56,14
"Chennai Super Kings","Lungi Ngidi",2021,"Kolkata Knight Riders",28,3,24,"All",9.33333333333333,7
"Chennai Super Kings","Lungi Ngidi",2021,"Mumbai Indians",62,0,24,"All",Inf,15.5
"Chennai Super Kings","Lungi Ngidi",2021,"Sunrisers Hyderabad",35,2,24,"All",17.5,8.75
"Chennai Super Kings","Maheesh Theekshana",2022,"Delhi Capitals",29,1,24,"All",29,7.25
"Chennai Super Kings","Maheesh Theekshana",2022,"Gujarat Titans",24,2,24,"All",12,6
"Chennai Super Kings","Maheesh Theekshana",2022,"Mumbai Indians",59,1,42,"All",59,8.42857142857143
"Chennai Super Kings","Maheesh Theekshana",2022,"Punjab Kings",32,1,24,"All",32,8
"Chennai Super Kings","Maheesh Theekshana",2022,"Royal Challengers Bangalore",60,7,48,"All",8.57142857142857,7.5
"Chennai Super Kings","Maheesh Theekshana",2022,"Sunrisers Hyderabad",57,0,48,"All",Inf,7.125
"Chennai Super Kings","Makhaya Ntini",2008,"Deccan Chargers",61,1,48,"All",61,7.625
"Chennai Super Kings","Makhaya Ntini",2008,"Delhi Capitals",29,0,24,"All",Inf,7.25
"Chennai Super Kings","Makhaya Ntini",2008,"Kolkata Knight Riders",21,4,24,"All",5.25,5.25
"Chennai Super Kings","Makhaya Ntini",2008,"Punjab Kings",23,2,24,"All",11.5,5.75
"Chennai Super Kings","Makhaya Ntini",2008,"Rajasthan Royals",81,0,66,"All",Inf,7.36363636363636
"Chennai Super Kings","Makhaya Ntini",2008,"Royal Challengers Bangalore",27,0,24,"All",Inf,6.75
"Chennai Super Kings","Manpreet Gony",2008,"Deccan Chargers",36,2,42,"All",18,5.14285714285714
"Chennai Super Kings","Manpreet Gony",2008,"Delhi Capitals",75,2,48,"All",37.5,9.375
"Chennai Super Kings","Manpreet Gony",2008,"Kolkata Knight Riders",57,2,48,"All",28.5,7.125
"Chennai Super Kings","Manpreet Gony",2008,"Mumbai Indians",49,1,42,"All",49,7
"Chennai Super Kings","Manpreet Gony",2008,"Punjab Kings",94,4,72,"All",23.5,7.83333333333333
"Chennai Super Kings","Manpreet Gony",2008,"Rajasthan Royals",87,1,60,"All",87,8.7
"Chennai Super Kings","Manpreet Gony",2008,"Royal Challengers Bangalore",45,5,48,"All",9,5.625
"Chennai Super Kings","Manpreet Gony",2009,"Deccan Chargers",20,0,6,"All",Inf,20
"Chennai Super Kings","Manpreet Gony",2009,"Delhi Capitals",45,1,24,"All",45,11.25
"Chennai Super Kings","Manpreet Gony",2009,"Mumbai Indians",32,2,24,"All",16,8
"Chennai Super Kings","Manpreet Gony",2009,"Punjab Kings",28,0,18,"All",Inf,9.33333333333333
"Chennai Super Kings","Manpreet Gony",2009,"Royal Challengers Bangalore",47,2,30,"All",23.5,9.4
"Chennai Super Kings","Manpreet Gony",2010,"Kolkata Knight Riders",33,1,18,"All",33,11
"Chennai Super Kings","Manpreet Gony",2010,"Punjab Kings",20,0,12,"All",Inf,10
"Chennai Super Kings","Manpreet Gony",2010,"Royal Challengers Bangalore",39,0,18,"All",Inf,13
"Chennai Super Kings","Mark Wood",2018,"Mumbai Indians",49,0,24,"All",Inf,12.25
"Chennai Super Kings","Matheesha Pathirana",2022,"Gujarat Titans",24,2,19,"All",12,7.57894736842105
"Chennai Super Kings","Matheesha Pathirana",2022,"Rajasthan Royals",28,0,22,"All",Inf,7.63636363636364
"Chennai Super Kings","Mitchell Santner",2019,"Kolkata Knight Riders",30,1,24,"All",30,7.5
"Chennai Super Kings","Mitchell Santner",2019,"Mumbai Indians",13,2,24,"All",6.5,3.25
"Chennai Super Kings","Mitchell Santner",2019,"Rajasthan Royals",51,1,36,"All",51,8.5
"Chennai Super Kings","Mitchell Santner",2020,"Kolkata Knight Riders",30,1,18,"All",30,10
"Chennai Super Kings","Mitchell Santner",2020,"Royal Challengers Bangalore",23,1,24,"All",23,5.75
"Chennai Super Kings","Mitchell Santner",2022,"Gujarat Titans",24,0,24,"All",Inf,6
"Chennai Super Kings","Mitchell Santner",2022,"Kolkata Knight Riders",31,1,24,"All",31,7.75
"Chennai Super Kings","Mitchell Santner",2022,"Mumbai Indians",16,1,18,"All",16,5.33333333333333
"Chennai Super Kings","Mitchell Santner",2022,"Punjab Kings",8,0,12,"All",Inf,4
"Chennai Super Kings","Mitchell Santner",2022,"Rajasthan Royals",15,1,18,"All",15,5
"Chennai Super Kings","Mitchell Santner",2022,"Sunrisers Hyderabad",36,1,18,"All",36,12
"Chennai Super Kings","Moeen Ali",2021,"Delhi Capitals",76,1,60,"All",76,7.6
"Chennai Super Kings","Moeen Ali",2021,"Mumbai Indians",17,1,24,"All",17,4.25
"Chennai Super Kings","Moeen Ali",2021,"Punjab Kings",17,1,18,"All",17,5.66666666666667
"Chennai Super Kings","Moeen Ali",2021,"Rajasthan Royals",30,3,32,"All",10,5.625
"Chennai Super Kings","Moeen Ali",2021,"Sunrisers Hyderabad",21,0,18,"All",Inf,7
"Chennai Super Kings","Moeen Ali",2022,"Delhi Capitals",13,3,24,"All",4.33333333333333,3.25
"Chennai Super Kings","Moeen Ali",2022,"Gujarat Titans",28,1,24,"All",28,7
"Chennai Super Kings","Moeen Ali",2022,"Lucknow Super Giants",14,0,6,"All",Inf,14
"Chennai Super Kings","Moeen Ali",2022,"Mumbai Indians",17,1,11,"All",17,9.27272727272727
"Chennai Super Kings","Moeen Ali",2022,"Punjab Kings",8,0,6,"All",Inf,8
"Chennai Super Kings","Moeen Ali",2022,"Rajasthan Royals",21,1,24,"All",21,5.25
"Chennai Super Kings","Moeen Ali",2022,"Royal Challengers Bangalore",47,2,42,"All",23.5,6.71428571428571
"Chennai Super Kings","Moeen Ali",2022,"Sunrisers Hyderabad",10,0,6,"All",Inf,10
"Chennai Super Kings","Mohit Sharma",2013,"Delhi Capitals",32,5,42,"All",6.4,4.57142857142857
"Chennai Super Kings","Mohit Sharma",2013,"Kolkata Knight Riders",36,1,42,"All",36,5.14285714285714
"Chennai Super Kings","Mohit Sharma",2013,"Mumbai Indians",78,3,70,"All",26,6.68571428571429
"Chennai Super Kings","Mohit Sharma",2013,"Pune Warriors",21,3,24,"All",7,5.25
"Chennai Super Kings","Mohit Sharma",2013,"Punjab Kings",31,2,24,"All",15.5,7.75
"Chennai Super Kings","Mohit Sharma",2013,"Rajasthan Royals",40,1,36,"All",40,6.66666666666667
"Chennai Super Kings","Mohit Sharma",2013,"Royal Challengers Bangalore",27,1,18,"All",27,9
"Chennai Super Kings","Mohit Sharma",2013,"Sunrisers Hyderabad",61,4,48,"All",15.25,7.625
"Chennai Super Kings","Mohit Sharma",2014,"Delhi Capitals",68,2,42,"All",34,9.71428571428572
"Chennai Super Kings","Mohit Sharma",2014,"Kolkata Knight Riders",50,3,36,"All",16.6666666666667,8.33333333333333
"Chennai Super Kings","Mohit Sharma",2014,"Mumbai Indians",82,8,72,"All",10.25,6.83333333333333
"Chennai Super Kings","Mohit Sharma",2014,"Punjab Kings",119,3,65,"All",39.6666666666667,10.9846153846154
"Chennai Super Kings","Mohit Sharma",2014,"Rajasthan Royals",44,4,36,"All",11,7.33333333333333
"Chennai Super Kings","Mohit Sharma",2014,"Royal Challengers Bangalore",29,1,30,"All",29,5.8
"Chennai Super Kings","Mohit Sharma",2014,"Sunrisers Hyderabad",60,2,42,"All",30,8.57142857142857
"Chennai Super Kings","Mohit Sharma",2015,"Delhi Capitals",50,1,36,"All",50,8.33333333333333
"Chennai Super Kings","Mohit Sharma",2015,"Kolkata Knight Riders",46,2,42,"All",23,6.57142857142857
"Chennai Super Kings","Mohit Sharma",2015,"Mumbai Indians",133,3,78,"All",44.3333333333333,10.2307692307692
"Chennai Super Kings","Mohit Sharma",2015,"Punjab Kings",10,1,18,"All",10,3.33333333333333
"Chennai Super Kings","Mohit Sharma",2015,"Rajasthan Royals",58,3,48,"All",19.3333333333333,7.25
"Chennai Super Kings","Mohit Sharma",2015,"Royal Challengers Bangalore",90,2,72,"All",45,7.5
"Chennai Super Kings","Mohit Sharma",2015,"Sunrisers Hyderabad",94,2,48,"All",47,11.75
"Chennai Super Kings","Mohit Sharma",2019,"Mumbai Indians",27,1,18,"All",27,9
"Chennai Super Kings","Monu Kumar",2020,"Royal Challengers Bangalore",20,0,12,"All",Inf,10
"Chennai Super Kings","Mukesh Choudhary",2022,"Delhi Capitals",22,2,18,"All",11,7.33333333333333
"Chennai Super Kings","Mukesh Choudhary",2022,"Gujarat Titans",46,1,36,"All",46,7.66666666666667
"Chennai Super Kings","Mukesh Choudhary",2022,"Lucknow Super Giants",39,0,21,"All",Inf,11.1428571428571
"Chennai Super Kings","Mukesh Choudhary",2022,"Mumbai Indians",42,6,42,"All",7,6
"Chennai Super Kings","Mukesh Choudhary",2022,"Punjab Kings",88,1,48,"All",88,11
"Chennai Super Kings","Mukesh Choudhary",2022,"Rajasthan Royals",41,0,24,"All",Inf,10.25
"Chennai Super Kings","Mukesh Choudhary",2022,"Royal Challengers Bangalore",70,1,36,"All",70,11.6666666666667
"Chennai Super Kings","Mukesh Choudhary",2022,"Sunrisers Hyderabad",76,5,48,"All",15.2,9.5
"Chennai Super Kings","Muthiah Muralidaran",2008,"Deccan Chargers",46,2,48,"All",23,5.75
"Chennai Super Kings","Muthiah Muralidaran",2008,"Delhi Capitals",52,0,48,"All",Inf,6.5
"Chennai Super Kings","Muthiah Muralidaran",2008,"Kolkata Knight Riders",53,0,48,"All",Inf,6.625
"Chennai Super Kings","Muthiah Muralidaran",2008,"Mumbai Indians",60,2,36,"All",30,10
"Chennai Super Kings","Muthiah Muralidaran",2008,"Punjab Kings",84,3,72,"All",28,7
"Chennai Super Kings","Muthiah Muralidaran",2008,"Rajasthan Royals",90,3,72,"All",30,7.5
"Chennai Super Kings","Muthiah Muralidaran",2008,"Royal Challengers Bangalore",19,1,24,"All",19,4.75
"Chennai Super Kings","Muthiah Muralidaran",2009,"Deccan Chargers",28,3,42,"All",9.33333333333333,4
"Chennai Super Kings","Muthiah Muralidaran",2009,"Delhi Capitals",48,1,42,"All",48,6.85714285714286
"Chennai Super Kings","Muthiah Muralidaran",2009,"Kolkata Knight Riders",16,1,24,"All",16,4
"Chennai Super Kings","Muthiah Muralidaran",2009,"Mumbai Indians",19,0,24,"All",Inf,4.75
"Chennai Super Kings","Muthiah Muralidaran",2009,"Punjab Kings",45,2,48,"All",22.5,5.625
"Chennai Super Kings","Muthiah Muralidaran",2009,"Rajasthan Royals",55,2,48,"All",27.5,6.875
"Chennai Super Kings","Muthiah Muralidaran",2009,"Royal Challengers Bangalore",50,5,72,"All",10,4.16666666666667
"Chennai Super Kings","Muthiah Muralidaran",2010,"Deccan Chargers",44,1,48,"All",44,5.5
"Chennai Super Kings","Muthiah Muralidaran",2010,"Delhi Capitals",25,2,24,"All",12.5,6.25
"Chennai Super Kings","Muthiah Muralidaran",2010,"Kolkata Knight Riders",63,2,48,"All",31.5,7.875
"Chennai Super Kings","Muthiah Muralidaran",2010,"Mumbai Indians",49,3,48,"All",16.3333333333333,6.125
"Chennai Super Kings","Muthiah Muralidaran",2010,"Punjab Kings",16,3,24,"All",5.33333333333333,4
"Chennai Super Kings","Muthiah Muralidaran",2010,"Rajasthan Royals",86,1,48,"All",86,10.75
"Chennai Super Kings","Muthiah Muralidaran",2010,"Royal Challengers Bangalore",46,3,48,"All",15.3333333333333,5.75
"Chennai Super Kings","Nuwan Kulasekara",2011,"Pune Warriors",26,1,18,"All",26,8.66666666666667
"Chennai Super Kings","Nuwan Kulasekara",2012,"Pune Warriors",48,2,36,"All",24,8
"Chennai Super Kings","Nuwan Kulasekara",2012,"Punjab Kings",29,1,24,"All",29,7.25
"Chennai Super Kings","Nuwan Kulasekara",2012,"Rajasthan Royals",17,1,24,"All",17,4.25
"Chennai Super Kings","Palani Amarnath",2008,"Delhi Capitals",35,0,18,"All",Inf,11.6666666666667
"Chennai Super Kings","Palani Amarnath",2008,"Kolkata Knight Riders",29,2,24,"All",14.5,7.25
"Chennai Super Kings","Palani Amarnath",2008,"Mumbai Indians",57,1,24,"All",57,14.25
"Chennai Super Kings","Palani Amarnath",2008,"Punjab Kings",77,2,42,"All",38.5,11
"Chennai Super Kings","Palani Amarnath",2008,"Royal Challengers Bangalore",38,2,24,"All",19,9.5
"Chennai Super Kings","Pawan Negi",2014,"Punjab Kings",37,0,18,"All",Inf,12.3333333333333
"Chennai Super Kings","Pawan Negi",2014,"Sunrisers Hyderabad",38,0,24,"All",Inf,9.5
"Chennai Super Kings","Pawan Negi",2015,"Delhi Capitals",28,2,18,"All",14,9.33333333333333
"Chennai Super Kings","Pawan Negi",2015,"Kolkata Knight Riders",23,1,24,"All",23,5.75
"Chennai Super Kings","Pawan Negi",2015,"Mumbai Indians",98,0,60,"All",Inf,9.8
"Chennai Super Kings","Pawan Negi",2015,"Punjab Kings",25,2,24,"All",12.5,6.25
"Chennai Super Kings","Pawan Negi",2015,"Rajasthan Royals",35,0,24,"All",Inf,8.75
"Chennai Super Kings","Pawan Negi",2015,"Royal Challengers Bangalore",23,0,18,"All",Inf,7.66666666666667
"Chennai Super Kings","Pawan Negi",2015,"Sunrisers Hyderabad",20,1,12,"All",20,10
"Chennai Super Kings","Piyush Chawla",2020,"Delhi Capitals",33,2,24,"All",16.5,8.25
"Chennai Super Kings","Piyush Chawla",2020,"Mumbai Indians",21,1,24,"All",21,5.25
"Chennai Super Kings","Piyush Chawla",2020,"Punjab Kings",22,1,12,"All",22,11
"Chennai Super Kings","Piyush Chawla",2020,"Rajasthan Royals",87,1,42,"All",87,12.4285714285714
"Chennai Super Kings","Piyush Chawla",2020,"Sunrisers Hyderabad",28,1,24,"All",28,7
"Chennai Super Kings","Prashant Solanki",2022,"Gujarat Titans",18,0,24,"All",Inf,4.5
"Chennai Super Kings","Prashant Solanki",2022,"Rajasthan Royals",20,2,12,"All",10,10
"Chennai Super Kings","Ravichandran Ashwin",2009,"Punjab Kings",13,2,24,"All",6.5,3.25
"Chennai Super Kings","Ravichandran Ashwin",2010,"Deccan Chargers",53,4,72,"All",13.25,4.41666666666667
"Chennai Super Kings","Ravichandran Ashwin",2010,"Delhi Capitals",64,2,48,"All",32,8
"Chennai Super Kings","Ravichandran Ashwin",2010,"Kolkata Knight Riders",38,4,48,"All",9.5,4.75
"Chennai Super Kings","Ravichandran Ashwin",2010,"Mumbai Indians",46,2,48,"All",23,5.75
"Chennai Super Kings","Ravichandran Ashwin",2010,"Punjab Kings",52,1,48,"All",52,6.5
"Chennai Super Kings","Ravichandran Ashwin",2010,"Royal Challengers Bangalore",40,0,24,"All",Inf,10
"Chennai Super Kings","Ravichandran Ashwin",2011,"Deccan Chargers",23,0,24,"All",Inf,5.75
"Chennai Super Kings","Ravichandran Ashwin",2011,"Delhi Capitals",19,2,24,"All",9.5,4.75
"Chennai Super Kings","Ravichandran Ashwin",2011,"Kochi Tuskers Kerala",47,3,48,"All",15.6666666666667,5.875
"Chennai Super Kings","Ravichandran Ashwin",2011,"Kolkata Knight Riders",38,3,42,"All",12.6666666666667,5.42857142857143
"Chennai Super Kings","Ravichandran Ashwin",2011,"Mumbai Indians",26,0,24,"All",Inf,6.5
"Chennai Super Kings","Ravichandran Ashwin",2011,"Pune Warriors",48,3,48,"All",16,6
"Chennai Super Kings","Ravichandran Ashwin",2011,"Punjab Kings",37,0,24,"All",Inf,9.25
"Chennai Super Kings","Ravichandran Ashwin",2011,"Rajasthan Royals",60,3,48,"All",20,7.5
"Chennai Super Kings","Ravichandran Ashwin",2011,"Royal Challengers Bangalore",90,6,96,"All",15,5.625
"Chennai Super Kings","Ravichandran Ashwin",2012,"Deccan Chargers",31,0,36,"All",Inf,5.16666666666667
"Chennai Super Kings","Ravichandran Ashwin",2012,"Delhi Capitals",61,5,67,"All",12.2,5.46268656716418
"Chennai Super Kings","Ravichandran Ashwin",2012,"Kolkata Knight Riders",89,4,70,"All",22.25,7.62857142857143
"Chennai Super Kings","Ravichandran Ashwin",2012,"Mumbai Indians",66,2,66,"All",33,6
"Chennai Super Kings","Ravichandran Ashwin",2012,"Pune Warriors",54,1,48,"All",54,6.75
