"Bowler","Season","Batting_Team","Stadium","Runs","Wickets","Balls","Bowling_Team","Striker","Average","Economy"
"Albie Morkel",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",28,1,24,"All","All",28,7
"Albie Morkel",2010,"Royal Challengers Bangalore","MA Chidambaram Stadium",40,0,24,"All","All",Inf,10
"Albie Morkel",2011,"Deccan Chargers","MA Chidambaram Stadium",38,3,24,"All","All",12.6666666666667,9.5
"Albie Morkel",2011,"Delhi Capitals","MA Chidambaram Stadium",36,1,18,"All","All",36,12
"Albie Morkel",2011,"Kochi Tuskers Kerala","Nehru Stadium",17,0,12,"All","All",Inf,8.5
"Albie Morkel",2011,"Kolkata Knight Riders","Eden Gardens",14,0,12,"All","All",Inf,7
"Albie Morkel",2011,"Kolkata Knight Riders","MA Chidambaram Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Albie Morkel",2011,"Mumbai Indians","Wankhede Stadium",19,1,24,"All","All",19,4.75
"Albie Morkel",2011,"Pune Warriors","MA Chidambaram Stadium",28,3,24,"All","All",9.33333333333333,7
"Albie Morkel",2011,"Punjab Kings","Punjab Cricket Association Stadium",38,1,18,"All","All",38,12.6666666666667
"Albie Morkel",2011,"Rajasthan Royals","MA Chidambaram Stadium",24,2,24,"All","All",12,6
"Albie Morkel",2011,"Rajasthan Royals","Sawai Mansingh Stadium",21,1,18,"All","All",21,7
"Albie Morkel",2011,"Royal Challengers Bangalore","M Chinnaswamy Stadium",16,1,12,"All","All",16,8
"Albie Morkel",2011,"Royal Challengers Bangalore","MA Chidambaram Stadium",58,2,42,"All","All",29,8.28571428571428
"Albie Morkel",2011,"Royal Challengers Bangalore","Wankhede Stadium",40,0,24,"All","All",Inf,10
"Albie Morkel",2012,"Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,0,12,"All","All",Inf,10
"Albie Morkel",2012,"Deccan Chargers","MA Chidambaram Stadium",16,1,18,"All","All",16,5.33333333333333
"Albie Morkel",2012,"Delhi Capitals","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Albie Morkel",2012,"Delhi Capitals","MA Chidambaram Stadium",43,2,42,"All","All",21.5,6.14285714285714
"Albie Morkel",2012,"Kolkata Knight Riders","MA Chidambaram Stadium",62,2,48,"All","All",31,7.75
"Albie Morkel",2012,"Mumbai Indians","M Chinnaswamy Stadium",31,2,24,"All","All",15.5,7.75
"Albie Morkel",2012,"Mumbai Indians","MA Chidambaram Stadium",20,0,24,"All","All",Inf,5
"Albie Morkel",2012,"Mumbai Indians","Wankhede Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Albie Morkel",2012,"Pune Warriors","Subrata Roy Sahara Stadium",22,0,12,"All","All",Inf,11
"Albie Morkel",2012,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",28,1,21,"All","All",28,8
"Albie Morkel",2012,"Punjab Kings","MA Chidambaram Stadium",29,3,24,"All","All",9.66666666666667,7.25
"Albie Morkel",2012,"Rajasthan Royals","Sawai Mansingh Stadium",19,0,18,"All","All",Inf,6.33333333333333
"Albie Morkel",2012,"Royal Challengers Bangalore","MA Chidambaram Stadium",37,2,24,"All","All",18.5,9.25
"Albie Morkel",2013,"Delhi Capitals","Feroz Shah Kotla",13,1,18,"All","All",13,4.33333333333333
"Albie Morkel",2013,"Delhi Capitals","MA Chidambaram Stadium",32,3,24,"All","All",10.6666666666667,8
"Albie Morkel",2013,"Kolkata Knight Riders","Eden Gardens",36,0,24,"All","All",Inf,9
"Albie Morkel",2013,"Mumbai Indians","Eden Gardens",12,2,18,"All","All",6,4
"Albie Morkel",2013,"Mumbai Indians","Feroz Shah Kotla",26,1,18,"All","All",26,8.66666666666667
"Albie Morkel",2013,"Pune Warriors","Subrata Roy Sahara Stadium",20,0,18,"All","All",Inf,6.66666666666667
"Albie Morkel",2013,"Punjab Kings","MA Chidambaram Stadium",20,0,24,"All","All",Inf,5
"Albie Morkel",2014,"Delhi Capitals","Sharjah Cricket Stadium",18,1,18,"All","All",18,6
"Albie Morkel",2014,"Kolkata Knight Riders","Sharjah Cricket Stadium",21,1,12,"All","All",21,10.5
"Albie Morkel",2014,"Mumbai Indians","Dubai International Cricket Stadium",23,1,18,"All","All",23,7.66666666666667
"Albie Morkel",2014,"Punjab Kings","Dubai International Cricket Stadium",24,0,12,"All","All",Inf,12
"Albie Morkel",2014,"Punjab Kings","M Chinnaswamy Stadium",20,1,24,"All","All",20,5
"Albie Morkel",2014,"Rajasthan Royals","M Chinnaswamy Stadium",20,0,12,"All","All",Inf,10
"Albie Morkel",2015,"Chennai Super Kings","MA Chidambaram Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Albie Morkel",2015,"Chennai Super Kings","Shaheed Veer Narayan Singh International Stadium",21,2,18,"All","All",10.5,7
"Albie Morkel",2015,"Kolkata Knight Riders","Eden Gardens",25,1,18,"All","All",25,8.33333333333333
"Albie Morkel",2015,"Sunrisers Hyderabad","Shaheed Veer Narayan Singh International Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Albie Morkel",2016,"Gujarat Lions","Maharashtra Cricket Association Stadium",30,0,12,"All","All",Inf,15
"Albie Morkel",2016,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",36,2,18,"All","All",18,12
"Alfonso Thomas",2011,"Chennai Super Kings","Dr DY Patil Sports Academy",24,0,21,"All","All",Inf,6.85714285714286
"Alfonso Thomas",2011,"Chennai Super Kings","MA Chidambaram Stadium",29,2,24,"All","All",14.5,7.25
"Alfonso Thomas",2011,"Delhi Capitals","Dr DY Patil Sports Academy",22,0,12,"All","All",Inf,11
"Alfonso Thomas",2011,"Delhi Capitals","Feroz Shah Kotla",15,0,18,"All","All",Inf,5
"Alfonso Thomas",2011,"Kochi Tuskers Kerala","Dr DY Patil Sports Academy",31,1,18,"All","All",31,10.3333333333333
"Alfonso Thomas",2011,"Kolkata Knight Riders","Dr DY Patil Sports Academy",29,1,18,"All","All",29,9.66666666666667
"Alfonso Thomas",2011,"Mumbai Indians","Dr DY Patil Sports Academy",53,1,24,"All","All",53,13.25
"Alfonso Thomas",2011,"Mumbai Indians","Wankhede Stadium",16,1,24,"All","All",16,4
"Alfonso Thomas",2011,"Punjab Kings","Dr DY Patil Sports Academy",27,2,24,"All","All",13.5,6.75
"Alfonso Thomas",2011,"Rajasthan Royals","Sawai Mansingh Stadium",28,1,24,"All","All",28,7
"Alfonso Thomas",2011,"Royal Challengers Bangalore","M Chinnaswamy Stadium",23,2,24,"All","All",11.5,5.75
"Alfonso Thomas",2012,"Deccan Chargers","Subrata Roy Sahara Stadium",27,0,24,"All","All",Inf,6.75
"Alfonso Thomas",2012,"Delhi Capitals","Feroz Shah Kotla",22,3,24,"All","All",7.33333333333333,5.5
"Alfonso Thomas",2012,"Delhi Capitals","Subrata Roy Sahara Stadium",14,0,12,"All","All",Inf,7
"Alfonso Thomas",2012,"Royal Challengers Bangalore","Subrata Roy Sahara Stadium",46,0,24,"All","All",Inf,11.5
"Ali Murtaza",2010,"Delhi Capitals","Brabourne Stadium",18,2,24,"All","All",9,4.5
"Ali Murtaza",2010,"Kolkata Knight Riders","Eden Gardens",27,0,24,"All","All",Inf,6.75
"Ali Murtaza",2010,"Rajasthan Royals","Brabourne Stadium",46,1,24,"All","All",46,11.5
"Ali Murtaza",2011,"Delhi Capitals","Feroz Shah Kotla",21,1,24,"All","All",21,5.25
"Ali Murtaza",2011,"Kochi Tuskers Kerala","Wankhede Stadium",37,0,24,"All","All",Inf,9.25
"Ali Murtaza",2011,"Pune Warriors","Wankhede Stadium",18,2,24,"All","All",9,4.5
"Ali Murtaza",2011,"Rajasthan Royals","Sawai Mansingh Stadium",15,0,24,"All","All",Inf,3.75
"Ali Murtaza",2011,"Royal Challengers Bangalore","M Chinnaswamy Stadium",26,0,24,"All","All",Inf,6.5
"Ali Murtaza",2012,"Kolkata Knight Riders","Subrata Roy Sahara Stadium",11,0,12,"All","All",Inf,5.5
"Ali Murtaza",2013,"Delhi Capitals","Subrata Roy Sahara Stadium",15,3,24,"All","All",5,3.75
"Ali Murtaza",2013,"Kolkata Knight Riders","JSCA International Stadium Complex",34,0,24,"All","All",Inf,8.5
"Ali Murtaza",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",45,0,12,"All","All",Inf,22.5
"Alzarri Joseph",2019,"Punjab Kings","Wankhede Stadium",22,0,12,"All","All",Inf,11
"Alzarri Joseph",2019,"Rajasthan Royals","Wankhede Stadium",53,0,18,"All","All",Inf,17.6666666666667
"Alzarri Joseph",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",12,6,22,"All","All",2,3.27272727272727
"Alzarri Joseph",2022,"Chennai Super Kings","Maharashtra Cricket Association Stadium",34,2,24,"All","All",17,8.5
"Alzarri Joseph",2022,"Chennai Super Kings","Wankhede Stadium",15,1,18,"All","All",15,5
"Alzarri Joseph",2022,"Kolkata Knight Riders","Dr DY Patil Sports Academy",31,1,24,"All","All",31,7.75
"Alzarri Joseph",2022,"Lucknow Super Giants","Maharashtra Cricket Association Stadium",14,0,12,"All","All",Inf,7
"Alzarri Joseph",2022,"Mumbai Indians","Brabourne Stadium",41,1,24,"All","All",41,10.25
"Alzarri Joseph",2022,"Punjab Kings","Dr DY Patil Sports Academy",25,0,18,"All","All",Inf,8.33333333333333
"Alzarri Joseph",2022,"Rajasthan Royals","Eden Gardens",27,0,12,"All","All",Inf,13.5
"Alzarri Joseph",2022,"Royal Challengers Bangalore","Brabourne Stadium",42,1,24,"All","All",42,10.5
"Alzarri Joseph",2022,"Sunrisers Hyderabad","Wankhede Stadium",35,1,24,"All","All",35,8.75
"Aman Hakim Khan",2022,"Sunrisers Hyderabad","Brabourne Stadium",13,0,6,"All","All",Inf,13
"Amit Mishra",2008,"Deccan Chargers","Feroz Shah Kotla",17,5,24,"All","All",3.4,4.25
"Amit Mishra",2008,"Kolkata Knight Riders","Eden Gardens",13,0,18,"All","All",Inf,4.33333333333333
"Amit Mishra",2008,"Mumbai Indians","Feroz Shah Kotla",23,1,24,"All","All",23,5.75
"Amit Mishra",2008,"Punjab Kings","Feroz Shah Kotla",21,1,12,"All","All",21,10.5
"Amit Mishra",2008,"Rajasthan Royals","Sawai Mansingh Stadium",27,2,17,"All","All",13.5,9.52941176470588
"Amit Mishra",2008,"Rajasthan Royals","Wankhede Stadium",37,2,24,"All","All",18.5,9.25
"Amit Mishra",2009,"Chennai Super Kings","New Wanderers Stadium",24,0,18,"All","All",Inf,8
"Amit Mishra",2009,"Deccan Chargers","Kingsmead",39,0,18,"All","All",Inf,13
"Amit Mishra",2009,"Deccan Chargers","SuperSport Park",51,4,48,"All","All",12.75,6.375
"Amit Mishra",2009,"Kolkata Knight Riders","Kingsmead",18,0,24,"All","All",Inf,4.5
"Amit Mishra",2009,"Kolkata Knight Riders","New Wanderers Stadium",14,3,24,"All","All",4.66666666666667,3.5
"Amit Mishra",2009,"Mumbai Indians","Buffalo Park",20,0,24,"All","All",Inf,5
"Amit Mishra",2009,"Mumbai Indians","SuperSport Park",42,0,24,"All","All",Inf,10.5
"Amit Mishra",2009,"Rajasthan Royals","OUTsurance Oval",33,3,24,"All","All",11,8.25
"Amit Mishra",2009,"Rajasthan Royals","SuperSport Park",34,3,24,"All","All",11.3333333333333,8.5
"Amit Mishra",2009,"Royal Challengers Bangalore","St George's Park",19,1,24,"All","All",19,4.75
"Amit Mishra",2010,"Chennai Super Kings","Feroz Shah Kotla",25,1,18,"All","All",25,8.33333333333333
"Amit Mishra",2010,"Chennai Super Kings","MA Chidambaram Stadium",13,1,24,"All","All",13,3.25
"Amit Mishra",2010,"Deccan Chargers","Barabati Stadium",12,1,18,"All","All",12,4
"Amit Mishra",2010,"Deccan Chargers","Feroz Shah Kotla",28,1,24,"All","All",28,7
"Amit Mishra",2010,"Kolkata Knight Riders","Eden Gardens",41,0,24,"All","All",Inf,10.25
"Amit Mishra",2010,"Kolkata Knight Riders","Feroz Shah Kotla",18,1,24,"All","All",18,4.5
"Amit Mishra",2010,"Mumbai Indians","Brabourne Stadium",30,0,18,"All","All",Inf,10
"Amit Mishra",2010,"Mumbai Indians","Feroz Shah Kotla",44,1,24,"All","All",44,11
"Amit Mishra",2010,"Punjab Kings","Feroz Shah Kotla",15,1,24,"All","All",15,3.75
"Amit Mishra",2010,"Punjab Kings","Punjab Cricket Association Stadium",23,1,24,"All","All",23,5.75
"Amit Mishra",2010,"Rajasthan Royals","Feroz Shah Kotla",25,3,24,"All","All",8.33333333333333,6.25
"Amit Mishra",2010,"Rajasthan Royals","Sardar Patel Stadium",34,1,24,"All","All",34,8.5
"Amit Mishra",2010,"Royal Challengers Bangalore","Feroz Shah Kotla",32,3,24,"All","All",10.6666666666667,8
"Amit Mishra",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",23,2,24,"All","All",11.5,5.75
"Amit Mishra",2011,"Chennai Super Kings","MA Chidambaram Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Amit Mishra",2011,"Delhi Capitals","Feroz Shah Kotla",28,1,24,"All","All",28,7
"Amit Mishra",2011,"Delhi Capitals","Rajiv Gandhi International Stadium",53,1,24,"All","All",53,13.25
"Amit Mishra",2011,"Kochi Tuskers Kerala","Nehru Stadium",12,1,24,"All","All",12,3
"Amit Mishra",2011,"Kolkata Knight Riders","Eden Gardens",19,2,24,"All","All",9.5,4.75
"Amit Mishra",2011,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",22,1,18,"All","All",22,7.33333333333333
"Amit Mishra",2011,"Mumbai Indians","Rajiv Gandhi International Stadium",14,2,24,"All","All",7,3.5
"Amit Mishra",2011,"Mumbai Indians","Wankhede Stadium",18,1,24,"All","All",18,4.5
"Amit Mishra",2011,"Pune Warriors","Dr DY Patil Sports Academy",26,2,24,"All","All",13,6.5
"Amit Mishra",2011,"Pune Warriors","Rajiv Gandhi International Stadium",26,1,20,"All","All",26,7.8
"Amit Mishra",2011,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",9,4,24,"All","All",2.25,2.25
"Amit Mishra",2011,"Punjab Kings","Rajiv Gandhi International Stadium",28,2,24,"All","All",14,7
"Amit Mishra",2011,"Rajasthan Royals","Rajiv Gandhi International Stadium",28,0,24,"All","All",Inf,7
"Amit Mishra",2011,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",41,1,24,"All","All",41,10.25
"Amit Mishra",2012,"Chennai Super Kings","MA Chidambaram Stadium",18,1,12,"All","All",18,9
"Amit Mishra",2012,"Delhi Capitals","Feroz Shah Kotla",26,0,12,"All","All",Inf,13
"Amit Mishra",2012,"Delhi Capitals","Rajiv Gandhi International Stadium",44,0,24,"All","All",Inf,11
"Amit Mishra",2012,"Kolkata Knight Riders","Barabati Stadium",27,1,24,"All","All",27,6.75
"Amit Mishra",2012,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",31,1,24,"All","All",31,7.75
"Amit Mishra",2012,"Mumbai Indians","Wankhede Stadium",29,0,24,"All","All",Inf,7.25
"Amit Mishra",2012,"Pune Warriors","Barabati Stadium",20,0,18,"All","All",Inf,6.66666666666667
"Amit Mishra",2012,"Pune Warriors","Subrata Roy Sahara Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Amit Mishra",2012,"Punjab Kings","Punjab Cricket Association Stadium",31,1,18,"All","All",31,10.3333333333333
"Amit Mishra",2012,"Punjab Kings","Rajiv Gandhi International Stadium",20,0,12,"All","All",Inf,10
"Amit Mishra",2012,"Rajasthan Royals","Rajiv Gandhi International Stadium",20,2,24,"All","All",10,5
"Amit Mishra",2012,"Rajasthan Royals","Sawai Mansingh Stadium",32,3,24,"All","All",10.6666666666667,8
"Amit Mishra",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",28,2,24,"All","All",14,7
"Amit Mishra",2012,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",26,2,24,"All","All",13,6.5
"Amit Mishra",2013,"Chennai Super Kings","MA Chidambaram Stadium",26,3,24,"All","All",8.66666666666667,6.5
"Amit Mishra",2013,"Chennai Super Kings","Rajiv Gandhi International Stadium",41,0,24,"All","All",Inf,10.25
"Amit Mishra",2013,"Delhi Capitals","Feroz Shah Kotla",15,1,24,"All","All",15,3.75
"Amit Mishra",2013,"Delhi Capitals","Rajiv Gandhi International Stadium",16,1,24,"All","All",16,4
"Amit Mishra",2013,"Kolkata Knight Riders","Eden Gardens",28,0,18,"All","All",Inf,9.33333333333333
"Amit Mishra",2013,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",20,1,24,"All","All",20,5
"Amit Mishra",2013,"Mumbai Indians","Rajiv Gandhi International Stadium",24,2,24,"All","All",12,6
"Amit Mishra",2013,"Mumbai Indians","Wankhede Stadium",36,0,18,"All","All",Inf,12
"Amit Mishra",2013,"Pune Warriors","Rajiv Gandhi International Stadium",19,3,24,"All","All",6.33333333333333,4.75
"Amit Mishra",2013,"Pune Warriors","Subrata Roy Sahara Stadium",19,4,24,"All","All",4.75,4.75
"Amit Mishra",2013,"Punjab Kings","Punjab Cricket Association Stadium",20,0,12,"All","All",Inf,10
"Amit Mishra",2013,"Punjab Kings","Rajiv Gandhi International Stadium",29,2,24,"All","All",14.5,7.25
"Amit Mishra",2013,"Rajasthan Royals","Feroz Shah Kotla",16,1,24,"All","All",16,4
"Amit Mishra",2013,"Rajasthan Royals","Rajiv Gandhi International Stadium",8,2,24,"All","All",4,2
"Amit Mishra",2013,"Rajasthan Royals","Sawai Mansingh Stadium",20,0,12,"All","All",Inf,10
"Amit Mishra",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",42,0,24,"All","All",Inf,10.5
"Amit Mishra",2013,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",15,1,24,"All","All",15,3.75
"Amit Mishra",2014,"Chennai Super Kings","Sharjah Cricket Stadium",27,0,21,"All","All",Inf,7.71428571428572
"Amit Mishra",2014,"Delhi Capitals","Dubai International Cricket Stadium",38,0,24,"All","All",Inf,9.5
"Amit Mishra",2014,"Delhi Capitals","Feroz Shah Kotla",23,2,18,"All","All",11.5,7.66666666666667
"Amit Mishra",2014,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",38,0,24,"All","All",Inf,9.5
"Amit Mishra",2014,"Mumbai Indians","Dubai International Cricket Stadium",54,0,24,"All","All",Inf,13.5
"Amit Mishra",2014,"Mumbai Indians","Rajiv Gandhi International Stadium",33,0,18,"All","All",Inf,11
"Amit Mishra",2014,"Punjab Kings","Rajiv Gandhi International Stadium",32,1,24,"All","All",32,8
"Amit Mishra",2014,"Punjab Kings","Sharjah Cricket Stadium",56,2,24,"All","All",28,14
"Amit Mishra",2014,"Rajasthan Royals","Sardar Patel Stadium",13,0,24,"All","All",Inf,3.25
"Amit Mishra",2014,"Rajasthan Royals","Sheikh Zayed Stadium",26,2,24,"All","All",13,6.5
"Amit Mishra",2015,"Chennai Super Kings","MA Chidambaram Stadium",21,1,24,"All","All",21,5.25
"Amit Mishra",2015,"Kolkata Knight Riders","Eden Gardens",20,1,24,"All","All",20,5
"Amit Mishra",2015,"Kolkata Knight Riders","Feroz Shah Kotla",22,0,19,"All","All",Inf,6.94736842105263
"Amit Mishra",2015,"Mumbai Indians","Feroz Shah Kotla",32,2,24,"All","All",16,8
"Amit Mishra",2015,"Mumbai Indians","Wankhede Stadium",25,1,24,"All","All",25,6.25
"Amit Mishra",2015,"Punjab Kings","Feroz Shah Kotla",10,1,12,"All","All",10,5
"Amit Mishra",2015,"Punjab Kings","Maharashtra Cricket Association Stadium",34,1,24,"All","All",34,8.5
"Amit Mishra",2015,"Rajasthan Royals","Brabourne Stadium",41,0,24,"All","All",Inf,10.25
"Amit Mishra",2015,"Rajasthan Royals","Feroz Shah Kotla",32,2,24,"All","All",16,8
"Amit Mishra",2015,"Royal Challengers Bangalore","Feroz Shah Kotla",25,0,12,"All","All",Inf,12.5
"Amit Mishra",2015,"Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,0,12,"All","All",Inf,7
"Amit Mishra",2015,"Sunrisers Hyderabad","Shaheed Veer Narayan Singh International Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Amit Mishra",2016,"Gujarat Lions","Feroz Shah Kotla",27,0,18,"All","All",Inf,9
"Amit Mishra",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",19,1,18,"All","All",19,6.33333333333333
"Amit Mishra",2016,"Kolkata Knight Riders","Eden Gardens",11,1,12,"All","All",11,5.5
"Amit Mishra",2016,"Kolkata Knight Riders","Feroz Shah Kotla",36,1,24,"All","All",36,9
"Amit Mishra",2016,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",42,1,24,"All","All",42,10.5
"Amit Mishra",2016,"Mumbai Indians","Feroz Shah Kotla",24,2,24,"All","All",12,6
"Amit Mishra",2016,"Punjab Kings","Feroz Shah Kotla",11,4,18,"All","All",2.75,3.66666666666667
"Amit Mishra",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",37,0,24,"All","All",Inf,9.25
"Amit Mishra",2016,"Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",10,0,12,"All","All",Inf,5
"Amit Mishra",2016,"Rising Pune Supergiants","Feroz Shah Kotla",28,1,24,"All","All",28,7
"Amit Mishra",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Amit Mishra",2016,"Royal Challengers Bangalore","Shaheed Veer Narayan Singh International Stadium",33,0,24,"All","All",Inf,8.25
"Amit Mishra",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",19,2,18,"All","All",9.5,6.33333333333333
"Amit Mishra",2016,"Sunrisers Hyderabad","Shaheed Veer Narayan Singh International Stadium",21,0,18,"All","All",Inf,7
"Amit Mishra",2017,"Gujarat Lions","Feroz Shah Kotla",23,0,12,"All","All",Inf,11.5
"Amit Mishra",2017,"Gujarat Lions","Green Park",27,1,12,"All","All",27,13.5
"Amit Mishra",2017,"Kolkata Knight Riders","Eden Gardens",36,0,18,"All","All",Inf,12
"Amit Mishra",2017,"Kolkata Knight Riders","Feroz Shah Kotla",26,1,17,"All","All",26,9.17647058823529
"Amit Mishra",2017,"Mumbai Indians","Feroz Shah Kotla",37,1,24,"All","All",37,9.25
"Amit Mishra",2017,"Mumbai Indians","Wankhede Stadium",18,2,24,"All","All",9,4.5
"Amit Mishra",2017,"Punjab Kings","Feroz Shah Kotla",16,1,18,"All","All",16,5.33333333333333
"Amit Mishra",2017,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",9,0,6,"All","All",Inf,9
"Amit Mishra",2017,"Rising Pune Supergiants","Feroz Shah Kotla",26,0,18,"All","All",Inf,8.66666666666667
"Amit Mishra",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",11,3,18,"All","All",3.66666666666667,3.66666666666667
"Amit Mishra",2017,"Royal Challengers Bangalore","Feroz Shah Kotla",26,0,12,"All","All",Inf,13
"Amit Mishra",2017,"Royal Challengers Bangalore","M Chinnaswamy Stadium",32,0,12,"All","All",Inf,16
"Amit Mishra",2017,"Sunrisers Hyderabad","Feroz Shah Kotla",23,1,24,"All","All",23,5.75
"Amit Mishra",2017,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",33,0,18,"All","All",Inf,11
"Amit Mishra",2018,"Chennai Super Kings","Feroz Shah Kotla",20,2,24,"All","All",10,5
"Amit Mishra",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",30,1,24,"All","All",30,7.5
"Amit Mishra",2018,"Kolkata Knight Riders","Feroz Shah Kotla",23,2,24,"All","All",11.5,5.75
