"Batting_Team","Striker","Stadium","Runs","Dismissed","Balls","Bowling_Team","Season","Average","Strike_Rate"
"Mumbai Indians","Kieron Pollard","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",65,4,57,"All","All",16.25,114.035087719298
"Mumbai Indians","Kieron Pollard","Dubai International Cricket Stadium",218,7,132,"All","All",31.1428571428571,165.151515151515
"Mumbai Indians","Kieron Pollard","Eden Gardens",192,6,135,"All","All",32,142.222222222222
"Mumbai Indians","Kieron Pollard","Feroz Shah Kotla",168,6,111,"All","All",28,151.351351351351
"Mumbai Indians","Kieron Pollard","Green Park",9,1,11,"All","All",9,81.8181818181818
"Mumbai Indians","Kieron Pollard","Himachal Pradesh Cricket Association Stadium",22,1,21,"All","All",22,104.761904761905
"Mumbai Indians","Kieron Pollard","M Chinnaswamy Stadium",230,6,154,"All","All",38.3333333333333,149.350649350649
"Mumbai Indians","Kieron Pollard","MA Chidambaram Stadium",144,6,122,"All","All",24,118.032786885246
"Mumbai Indians","Kieron Pollard","Maharashtra Cricket Association Stadium",59,3,34,"All","All",19.6666666666667,173.529411764706
"Mumbai Indians","Kieron Pollard","Punjab Cricket Association IS Bindra Stadium",17,2,18,"All","All",8.5,94.4444444444444
"Mumbai Indians","Kieron Pollard","Punjab Cricket Association Stadium",53,3,45,"All","All",17.6666666666667,117.777777777778
"Mumbai Indians","Kieron Pollard","Rajiv Gandhi International Stadium",147,4,113,"All","All",36.75,130.088495575221
"Mumbai Indians","Kieron Pollard","Sardar Patel Stadium",84,1,46,"All","All",84,182.608695652174
"Mumbai Indians","Kieron Pollard","Saurashtra Cricket Association Stadium",15,1,11,"All","All",15,136.363636363636
"Mumbai Indians","Kieron Pollard","Sawai Mansingh Stadium",61,4,62,"All","All",15.25,98.3870967741936
"Mumbai Indians","Kieron Pollard","Sharjah Cricket Stadium",105,2,77,"All","All",52.5,136.363636363636
"Mumbai Indians","Kieron Pollard","Sheikh Zayed Stadium",6,0,8,"All","All",Inf,75
"Mumbai Indians","Kieron Pollard","Wankhede Stadium",1226,42,787,"All","All",29.1904761904762,155.781448538755
"Mumbai Indians","Kieron Pollard","Zayed Cricket Stadium",148,4,94,"All","All",37,157.446808510638
"Mumbai Indians","Krunal Pandya","Arun Jaitley Stadium",71,2,49,"All","All",35.5,144.897959183673
"Mumbai Indians","Krunal Pandya","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",122,3,60,"All","All",40.6666666666667,203.333333333333
"Mumbai Indians","Krunal Pandya","Dubai International Cricket Stadium",57,4,57,"All","All",14.25,100
"Mumbai Indians","Krunal Pandya","Eden Gardens",32,1,21,"All","All",32,152.380952380952
"Mumbai Indians","Krunal Pandya","Feroz Shah Kotla",77,2,46,"All","All",38.5,167.391304347826
"Mumbai Indians","Krunal Pandya","Green Park",4,1,3,"All","All",4,133.333333333333
"Mumbai Indians","Krunal Pandya","Holkar Cricket Stadium",31,0,12,"All","All",Inf,258.333333333333
"Mumbai Indians","Krunal Pandya","M Chinnaswamy Stadium",106,2,81,"All","All",53,130.864197530864
"Mumbai Indians","Krunal Pandya","MA Chidambaram Stadium",30,6,31,"All","All",5,96.7741935483871
"Mumbai Indians","Krunal Pandya","Maharashtra Cricket Association Stadium",3,1,5,"All","All",3,60
"Mumbai Indians","Krunal Pandya","Punjab Cricket Association IS Bindra Stadium",10,1,5,"All","All",10,200
"Mumbai Indians","Krunal Pandya","Rajiv Gandhi International Stadium",124,4,96,"All","All",31,129.166666666667
"Mumbai Indians","Krunal Pandya","Saurashtra Cricket Association Stadium",29,1,20,"All","All",29,145
"Mumbai Indians","Krunal Pandya","Sawai Mansingh Stadium",9,1,8,"All","All",9,112.5
"Mumbai Indians","Krunal Pandya","Sharjah Cricket Stadium",33,1,22,"All","All",33,150
"Mumbai Indians","Krunal Pandya","Wankhede Stadium",343,15,249,"All","All",22.8666666666667,137.751004016064
"Mumbai Indians","Krunal Pandya","Zayed Cricket Stadium",62,5,60,"All","All",12.4,103.333333333333
"Mumbai Indians","Kumar Kartikeya","Dr DY Patil Sports Academy",3,1,5,"All","All",3,60
"Mumbai Indians","Lasith Malinga","Dr DY Patil Sports Academy",1,0,1,"All","All",Inf,100
"Mumbai Indians","Lasith Malinga","Dubai International Cricket Stadium",2,1,4,"All","All",2,50
"Mumbai Indians","Lasith Malinga","Eden Gardens",0,1,2,"All","All",0,0
"Mumbai Indians","Lasith Malinga","Feroz Shah Kotla",17,2,25,"All","All",8.5,68
"Mumbai Indians","Lasith Malinga","Himachal Pradesh Cricket Association Stadium",1,0,1,"All","All",Inf,100
"Mumbai Indians","Lasith Malinga","Kingsmead",0,1,1,"All","All",0,0
"Mumbai Indians","Lasith Malinga","M Chinnaswamy Stadium",17,1,16,"All","All",17,106.25
"Mumbai Indians","Lasith Malinga","MA Chidambaram Stadium",7,1,5,"All","All",7,140
"Mumbai Indians","Lasith Malinga","Saurashtra Cricket Association Stadium",0,0,1,"All","All",NA,0
"Mumbai Indians","Lasith Malinga","Sawai Mansingh Stadium",8,2,15,"All","All",4,53.3333333333333
"Mumbai Indians","Lasith Malinga","Subrata Roy Sahara Stadium",14,1,14,"All","All",14,100
"Mumbai Indians","Lasith Malinga","Wankhede Stadium",21,4,14,"All","All",5.25,150
"Mumbai Indians","Lendl Simmons","Barabati Stadium",12,1,14,"All","All",12,85.7142857142857
"Mumbai Indians","Lendl Simmons","Brabourne Stadium",67,1,44,"All","All",67,152.272727272727
"Mumbai Indians","Lendl Simmons","Eden Gardens",68,2,50,"All","All",34,136
"Mumbai Indians","Lendl Simmons","Feroz Shah Kotla",81,2,57,"All","All",40.5,142.105263157895
"Mumbai Indians","Lendl Simmons","M Chinnaswamy Stadium",62,2,50,"All","All",31,124
"Mumbai Indians","Lendl Simmons","MA Chidambaram Stadium",38,1,31,"All","All",38,122.58064516129
"Mumbai Indians","Lendl Simmons","Punjab Cricket Association Stadium",171,1,117,"All","All",171,146.153846153846
"Mumbai Indians","Lendl Simmons","Rajiv Gandhi International Stadium",120,4,107,"All","All",30,112.14953271028
"Mumbai Indians","Lendl Simmons","Sardar Patel Stadium",62,1,51,"All","All",62,121.56862745098
"Mumbai Indians","Lendl Simmons","Wankhede Stadium",398,12,331,"All","All",33.1666666666667,120.2416918429
"Mumbai Indians","Luke Ronchi","Buffalo Park",0,1,2,"All","All",0,0
"Mumbai Indians","Luke Ronchi","Dr DY Patil Sports Academy",13,1,11,"All","All",13,118.181818181818
"Mumbai Indians","Luke Ronchi","MA Chidambaram Stadium",2,1,3,"All","All",2,66.6666666666667
"Mumbai Indians","Luke Ronchi","Punjab Cricket Association Stadium",11,1,8,"All","All",11,137.5
"Mumbai Indians","Luke Ronchi","Wankhede Stadium",8,1,10,"All","All",8,80
"Mumbai Indians","Manish Pandey","Eden Gardens",0,1,3,"All","All",0,0
"Mumbai Indians","Manish Pandey","Sawai Mansingh Stadium",3,1,6,"All","All",3,50
"Mumbai Indians","Marchant de Lange","Wankhede Stadium",1,1,2,"All","All",1,50
"Mumbai Indians","Marco Jansen","MA Chidambaram Stadium",0,2,3,"All","All",0,0
"Mumbai Indians","Martin Guptill","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",48,1,42,"All","All",48,114.285714285714
"Mumbai Indians","Martin Guptill","Green Park",7,1,9,"All","All",7,77.7777777777778
"Mumbai Indians","Martin Guptill","Rajiv Gandhi International Stadium",2,1,4,"All","All",2,50
"Mumbai Indians","Mayank Markande","Feroz Shah Kotla",3,1,10,"All","All",3,30
"Mumbai Indians","Mayank Markande","M Chinnaswamy Stadium",6,1,5,"All","All",6,120
"Mumbai Indians","Mayank Markande","Rajiv Gandhi International Stadium",6,0,3,"All","All",Inf,200
"Mumbai Indians","Mayank Markande","Sawai Mansingh Stadium",0,0,1,"All","All",NA,0
"Mumbai Indians","Mayank Markande","Wankhede Stadium",12,1,10,"All","All",12,120
"Mumbai Indians","Michael Hussey","Brabourne Stadium",39,1,33,"All","All",39,118.181818181818
"Mumbai Indians","Michael Hussey","Dubai International Cricket Stadium",17,2,22,"All","All",8.5,77.2727272727273
"Mumbai Indians","Michael Hussey","Punjab Cricket Association Stadium",6,1,13,"All","All",6,46.1538461538462
"Mumbai Indians","Michael Hussey","Sardar Patel Stadium",56,1,39,"All","All",56,143.589743589744
"Mumbai Indians","Michael Hussey","Sharjah Cricket Stadium",10,1,18,"All","All",10,55.5555555555556
"Mumbai Indians","Michael Hussey","Sheikh Zayed Stadium",3,1,13,"All","All",3,23.0769230769231
"Mumbai Indians","Michael Hussey","Wankhede Stadium",78,2,44,"All","All",39,177.272727272727
"Mumbai Indians","Mitchell Johnson","Eden Gardens",1,1,2,"All","All",1,50
"Mumbai Indians","Mitchell Johnson","Feroz Shah Kotla",6,1,7,"All","All",6,85.7142857142857
"Mumbai Indians","Mitchell Johnson","Rajiv Gandhi International Stadium",13,0,14,"All","All",Inf,92.8571428571429
"Mumbai Indians","Mitchell Johnson","Sawai Mansingh Stadium",11,1,9,"All","All",11,122.222222222222
"Mumbai Indians","Mitchell Johnson","Wankhede Stadium",28,1,21,"All","All",28,133.333333333333
"Mumbai Indians","Mitchell McClenaghan","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",12,2,13,"All","All",6,92.3076923076923
"Mumbai Indians","Mitchell McClenaghan","Eden Gardens",20,1,8,"All","All",20,250
"Mumbai Indians","Mitchell McClenaghan","Feroz Shah Kotla",0,1,1,"All","All",0,0
"Mumbai Indians","Mitchell McClenaghan","M Chinnaswamy Stadium",1,2,5,"All","All",0.5,20
"Mumbai Indians","Mitchell McClenaghan","Punjab Cricket Association IS Bindra Stadium",0,0,2,"All","All",NA,0
"Mumbai Indians","Mitchell McClenaghan","Rajiv Gandhi International Stadium",2,1,3,"All","All",2,66.6666666666667
"Mumbai Indians","Mitchell McClenaghan","Saurashtra Cricket Association Stadium",1,1,1,"All","All",1,100
"Mumbai Indians","Mitchell McClenaghan","Sawai Mansingh Stadium",0,1,1,"All","All",0,0
"Mumbai Indians","Mitchell McClenaghan","Wankhede Stadium",49,4,36,"All","All",12.25,136.111111111111
"Mumbai Indians","Mohammad Ashraful","SuperSport Park",2,1,10,"All","All",2,20
"Mumbai Indians","Munaf Patel","Punjab Cricket Association Stadium",0,1,1,"All","All",0,0
"Mumbai Indians","Munaf Patel","Wankhede Stadium",2,0,7,"All","All",Inf,28.5714285714286
"Mumbai Indians","Murugan Ashwin","Brabourne Stadium",6,1,2,"All","All",6,300
"Mumbai Indians","Murugan Ashwin","Dr DY Patil Sports Academy",6,2,10,"All","All",3,60
"Mumbai Indians","Murugan Ashwin","Maharashtra Cricket Association Stadium",0,0,2,"All","All",NA,0
"Mumbai Indians","Musavir Khote","Dr DY Patil Sports Academy",7,0,10,"All","All",Inf,70
"Mumbai Indians","Musavir Khote","MA Chidambaram Stadium",9,1,5,"All","All",9,180
"Mumbai Indians","Musavir Khote","Punjab Cricket Association Stadium",8,1,7,"All","All",8,114.285714285714
"Mumbai Indians","Mustafizur Rahman","Wankhede Stadium",1,1,3,"All","All",1,33.3333333333333
"Mumbai Indians","Nathan Coulter-Nile","Dubai International Cricket Stadium",24,0,12,"All","All",Inf,200
"Mumbai Indians","Nathan Coulter-Nile","Himachal Pradesh Cricket Association Stadium",9,1,6,"All","All",9,150
"Mumbai Indians","Nathan Coulter-Nile","Sharjah Cricket Stadium",2,2,5,"All","All",1,40
"Mumbai Indians","Nathan Coulter-Nile","Zayed Cricket Stadium",3,1,3,"All","All",3,100
"Mumbai Indians","Nitish Rana","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",25,1,28,"All","All",25,89.2857142857143
"Mumbai Indians","Nitish Rana","Green Park",70,1,36,"All","All",70,194.444444444444
"Mumbai Indians","Nitish Rana","Holkar Cricket Stadium",62,0,34,"All","All",Inf,182.352941176471
"Mumbai Indians","Nitish Rana","M Chinnaswamy Stadium",20,2,27,"All","All",10,74.0740740740741
"Mumbai Indians","Nitish Rana","Maharashtra Cricket Association Stadium",34,1,28,"All","All",34,121.428571428571
"Mumbai Indians","Nitish Rana","Rajiv Gandhi International Stadium",9,1,11,"All","All",9,81.8181818181818
"Mumbai Indians","Nitish Rana","Saurashtra Cricket Association Stadium",19,1,16,"All","All",19,118.75
"Mumbai Indians","Nitish Rana","Wankhede Stadium",198,7,159,"All","All",28.2857142857143,124.528301886792
"Mumbai Indians","Parthiv Patel","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",0,1,4,"All","All",0,0
"Mumbai Indians","Parthiv Patel","Eden Gardens",23,2,23,"All","All",11.5,100
"Mumbai Indians","Parthiv Patel","Feroz Shah Kotla",54,3,45,"All","All",18,120
"Mumbai Indians","Parthiv Patel","Holkar Cricket Stadium",37,1,18,"All","All",37,205.555555555556
"Mumbai Indians","Parthiv Patel","M Chinnaswamy Stadium",30,4,32,"All","All",7.5,93.75
"Mumbai Indians","Parthiv Patel","MA Chidambaram Stadium",45,1,32,"All","All",45,140.625
"Mumbai Indians","Parthiv Patel","Maharashtra Cricket Association Stadium",40,2,29,"All","All",20,137.931034482759
"Mumbai Indians","Parthiv Patel","Punjab Cricket Association IS Bindra Stadium",81,1,58,"All","All",81,139.655172413793
"Mumbai Indians","Parthiv Patel","Punjab Cricket Association Stadium",59,1,36,"All","All",59,163.888888888889
"Mumbai Indians","Parthiv Patel","Rajiv Gandhi International Stadium",88,3,72,"All","All",29.3333333333333,122.222222222222
"Mumbai Indians","Parthiv Patel","Sardar Patel Stadium",16,1,11,"All","All",16,145.454545454545
"Mumbai Indians","Parthiv Patel","Saurashtra Cricket Association Stadium",70,1,44,"All","All",70,159.090909090909
"Mumbai Indians","Parthiv Patel","Wankhede Stadium",368,18,287,"All","All",20.4444444444444,128.222996515679
"Mumbai Indians","Pinal Shah","Buffalo Park",11,1,20,"All","All",11,55
"Mumbai Indians","Pinal Shah","Feroz Shah Kotla",0,1,1,"All","All",0,0
"Mumbai Indians","Pinal Shah","Kingsmead",1,0,1,"All","All",Inf,100
"Mumbai Indians","Pinal Shah","Rajiv Gandhi International Stadium",10,1,6,"All","All",10,166.666666666667
"Mumbai Indians","Pinal Shah","SuperSport Park",41,2,30,"All","All",20.5,136.666666666667
"Mumbai Indians","Pinal Shah","Wankhede Stadium",24,2,28,"All","All",12,85.7142857142857
"Mumbai Indians","Piyush Chawla","Zayed Cricket Stadium",0,1,2,"All","All",0,0
"Mumbai Indians","Pradeep Sangwan","Rajiv Gandhi International Stadium",0,1,4,"All","All",0,0
"Mumbai Indians","Pragyan Ojha","Brabourne Stadium",1,0,1,"All","All",Inf,100
"Mumbai Indians","Pragyan Ojha","Dubai International Cricket Stadium",1,0,5,"All","All",Inf,20
"Mumbai Indians","Pragyan Ojha","Eden Gardens",1,0,1,"All","All",Inf,100
"Mumbai Indians","Pragyan Ojha","Feroz Shah Kotla",0,1,2,"All","All",0,0
"Mumbai Indians","Pragyan Ojha","Sawai Mansingh Stadium",1,0,1,"All","All",Inf,100
"Mumbai Indians","Pragyan Ojha","Subrata Roy Sahara Stadium",1,1,1,"All","All",1,100
"Mumbai Indians","Pragyan Ojha","Wankhede Stadium",5,2,15,"All","All",2.5,33.3333333333333
"Mumbai Indians","Praveen Kumar","Brabourne Stadium",1,1,2,"All","All",1,50
"Mumbai Indians","Quinton de Kock","Arun Jaitley Stadium",108,1,78,"All","All",108,138.461538461538
"Mumbai Indians","Quinton de Kock","Dubai International Cricket Stadium",194,7,158,"All","All",27.7142857142857,122.784810126582
"Mumbai Indians","Quinton de Kock","Eden Gardens",0,1,4,"All","All",0,0
"Mumbai Indians","Quinton de Kock","Feroz Shah Kotla",35,1,27,"All","All",35,129.62962962963
"Mumbai Indians","Quinton de Kock","M Chinnaswamy Stadium",23,1,20,"All","All",23,115
"Mumbai Indians","Quinton de Kock","MA Chidambaram Stadium",70,6,75,"All","All",11.6666666666667,93.3333333333333
"Mumbai Indians","Quinton de Kock","Punjab Cricket Association IS Bindra Stadium",60,1,39,"All","All",60,153.846153846154
"Mumbai Indians","Quinton de Kock","Rajiv Gandhi International Stadium",48,2,35,"All","All",24,137.142857142857
"Mumbai Indians","Quinton de Kock","Sawai Mansingh Stadium",65,1,47,"All","All",65,138.297872340426
"Mumbai Indians","Quinton de Kock","Sharjah Cricket Stadium",157,3,107,"All","All",52.3333333333333,146.728971962617
"Mumbai Indians","Quinton de Kock","Wankhede Stadium",275,6,205,"All","All",45.8333333333333,134.146341463415
"Mumbai Indians","Quinton de Kock","Zayed Cricket Stadium",294,9,217,"All","All",32.6666666666667,135.483870967742
"Mumbai Indians","RP Singh","Feroz Shah Kotla",1,0,1,"All","All",Inf,100
"Mumbai Indians","RP Singh","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,100
"Mumbai Indians","RP Singh","Wankhede Stadium",4,2,10,"All","All",2,40
"Mumbai Indians","Rahul Chahar","Dubai International Cricket Stadium",0,2,2,"All","All",0,0
"Mumbai Indians","Rahul Chahar","Eden Gardens",1,0,1,"All","All",Inf,100
"Mumbai Indians","Rahul Chahar","MA Chidambaram Stadium",14,2,13,"All","All",7,107.692307692308
"Mumbai Indians","Rahul Chahar","Rajiv Gandhi International Stadium",10,2,9,"All","All",5,111.111111111111
"Mumbai Indians","Rahul Chahar","Wankhede Stadium",1,0,1,"All","All",Inf,100
"Mumbai Indians","Rahul Chahar","Zayed Cricket Stadium",2,0,4,"All","All",Inf,50
"Mumbai Indians","Rajagopal Sathish","Brabourne Stadium",73,3,56,"All","All",24.3333333333333,130.357142857143
"Mumbai Indians","Rajagopal Sathish","Dr DY Patil Sports Academy",3,1,5,"All","All",3,60
"Mumbai Indians","Rajagopal Sathish","Eden Gardens",11,1,11,"All","All",11,100
"Mumbai Indians","Rajagopal Sathish","MA Chidambaram Stadium",22,1,26,"All","All",22,84.6153846153846
"Mumbai Indians","Rajagopal Sathish","Punjab Cricket Association Stadium",20,1,17,"All","All",20,117.647058823529
"Mumbai Indians","Rajagopal Sathish","Sawai Mansingh Stadium",8,1,8,"All","All",8,100
"Mumbai Indians","Rajagopal Sathish","Wankhede Stadium",0,1,7,"All","All",0,0
"Mumbai Indians","Ramandeep Singh","Dr DY Patil Sports Academy",12,1,16,"All","All",12,75
"Mumbai Indians","Ramandeep Singh","Maharashtra Cricket Association Stadium",6,1,12,"All","All",6,50
"Mumbai Indians","Ramandeep Singh","Wankhede Stadium",27,0,12,"All","All",Inf,225
"Mumbai Indians","Rasikh Salam","Wankhede Stadium",5,0,4,"All","All",Inf,125
"Mumbai Indians","Richard Levi","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",3,1,9,"All","All",3,33.3333333333333
"Mumbai Indians","Richard Levi","MA Chidambaram Stadium",50,1,35,"All","All",50,142.857142857143
"Mumbai Indians","Richard Levi","Wankhede Stadium",30,4,29,"All","All",7.5,103.448275862069
"Mumbai Indians","Ricky Ponting","M Chinnaswamy Stadium",28,1,33,"All","All",28,84.8484848484848
"Mumbai Indians","Ricky Ponting","MA Chidambaram Stadium",6,1,10,"All","All",6,60
"Mumbai Indians","Ricky Ponting","Sawai Mansingh Stadium",4,1,9,"All","All",4,44.4444444444444
"Mumbai Indians","Ricky Ponting","Wankhede Stadium",14,2,23,"All","All",7,60.8695652173913
"Mumbai Indians","Riley Meredith","Dr DY Patil Sports Academy",0,0,1,"All","All",NA,0
"Mumbai Indians","Rishi Dhawan","Eden Gardens",7,1,5,"All","All",7,140
"Mumbai Indians","Rishi Dhawan","Himachal Pradesh Cricket Association Stadium",14,1,15,"All","All",14,93.3333333333333
"Mumbai Indians","Rishi Dhawan","Sawai Mansingh Stadium",0,1,1,"All","All",0,0
"Mumbai Indians","Robin Peterson","Feroz Shah Kotla",2,1,2,"All","All",2,100
"Mumbai Indians","Robin Peterson","Punjab Cricket Association Stadium",16,0,7,"All","All",Inf,228.571428571429
"Mumbai Indians","Robin Peterson","Subrata Roy Sahara Stadium",13,1,14,"All","All",13,92.8571428571429
"Mumbai Indians","Robin Peterson","Wankhede Stadium",1,1,7,"All","All",1,14.2857142857143
"Mumbai Indians","Robin Uthappa","Dr DY Patil Sports Academy",62,2,47,"All","All",31,131.914893617021
"Mumbai Indians","Robin Uthappa","Eden Gardens",37,0,37,"All","All",Inf,100
"Mumbai Indians","Robin Uthappa","Feroz Shah Kotla",46,0,23,"All","All",Inf,200
"Mumbai Indians","Robin Uthappa","M Chinnaswamy Stadium",19,0,16,"All","All",Inf,118.75
"Mumbai Indians","Robin Uthappa","MA Chidambaram Stadium",43,1,36,"All","All",43,119.444444444444
"Mumbai Indians","Robin Uthappa","Punjab Cricket Association Stadium",21,1,18,"All","All",21,116.666666666667
"Mumbai Indians","Robin Uthappa","Rajiv Gandhi International Stadium",7,1,16,"All","All",7,43.75
"Mumbai Indians","Robin Uthappa","Sawai Mansingh Stadium",3,1,8,"All","All",3,37.5
"Mumbai Indians","Robin Uthappa","Wankhede Stadium",82,3,78,"All","All",27.3333333333333,105.128205128205
"Mumbai Indians","Rohan Raje","Buffalo Park",1,1,2,"All","All",1,50
"Mumbai Indians","Rohan Raje","Dr DY Patil Sports Academy",6,0,5,"All","All",Inf,120
"Mumbai Indians","Rohan Raje","Rajiv Gandhi International Stadium",1,0,2,"All","All",Inf,50
"Mumbai Indians","Rohan Raje","Sawai Mansingh Stadium",1,0,2,"All","All",Inf,50
"Mumbai Indians","Rohan Raje","SuperSport Park",11,0,7,"All","All",Inf,157.142857142857
"Mumbai Indians","Rohit Sharma","Arun Jaitley Stadium",49,2,41,"All","All",24.5,119.512195121951
"Mumbai Indians","Rohit Sharma","Barabati Stadium",51,1,45,"All","All",51,113.333333333333
"Mumbai Indians","Rohit Sharma","Brabourne Stadium",110,4,83,"All","All",27.5,132.530120481928
"Mumbai Indians","Rohit Sharma","Dr DY Patil Sports Academy",26,5,38,"All","All",5.2,68.4210526315789
"Mumbai Indians","Rohit Sharma","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",124,3,98,"All","All",41.3333333333333,126.530612244898
"Mumbai Indians","Rohit Sharma","Dubai International Cricket Stadium",181,8,147,"All","All",22.625,123.12925170068
"Mumbai Indians","Rohit Sharma","Eden Gardens",464,8,316,"All","All",58,146.835443037975
"Mumbai Indians","Rohit Sharma","Feroz Shah Kotla",268,8,205,"All","All",33.5,130.731707317073
"Mumbai Indians","Rohit Sharma","Green Park",30,1,17,"All","All",30,176.470588235294
"Mumbai Indians","Rohit Sharma","Himachal Pradesh Cricket Association Stadium",25,1,25,"All","All",25,100
"Mumbai Indians","Rohit Sharma","Holkar Cricket Stadium",24,0,15,"All","All",Inf,160
"Mumbai Indians","Rohit Sharma","M Chinnaswamy Stadium",171,9,136,"All","All",19,125.735294117647
"Mumbai Indians","Rohit Sharma","MA Chidambaram Stadium",311,11,254,"All","All",28.2727272727273,122.44094488189
"Mumbai Indians","Rohit Sharma","Maharashtra Cricket Association Stadium",201,4,144,"All","All",50.25,139.583333333333
"Mumbai Indians","Rohit Sharma","Punjab Cricket Association IS Bindra Stadium",32,2,20,"All","All",16,160
"Mumbai Indians","Rohit Sharma","Punjab Cricket Association Stadium",99,4,75,"All","All",24.75,132
"Mumbai Indians","Rohit Sharma","Rajiv Gandhi International Stadium",232,7,177,"All","All",33.1428571428571,131.073446327684
"Mumbai Indians","Rohit Sharma","Sardar Patel Stadium",40,2,24,"All","All",20,166.666666666667
"Mumbai Indians","Rohit Sharma","Saurashtra Cricket Association Stadium",5,1,13,"All","All",5,38.4615384615385
"Mumbai Indians","Rohit Sharma","Sawai Mansingh Stadium",20,4,37,"All","All",5,54.0540540540541
"Mumbai Indians","Rohit Sharma","Sharjah Cricket Stadium",43,5,40,"All","All",8.6,107.5
"Mumbai Indians","Rohit Sharma","Sheikh Zayed Stadium",27,1,20,"All","All",27,135
"Mumbai Indians","Rohit Sharma","Subrata Roy Sahara Stadium",40,2,46,"All","All",20,86.9565217391304
"Mumbai Indians","Rohit Sharma","Wankhede Stadium",1840,53,1387,"All","All",34.7169811320755,132.660418168709
"Mumbai Indians","Rohit Sharma","Zayed Cricket Stadium",296,9,233,"All","All",32.8888888888889,127.038626609442
"Mumbai Indians","Ryan McLaren","Brabourne Stadium",12,0,6,"All","All",Inf,200
"Mumbai Indians","Ryan McLaren","Dr DY Patil Sports Academy",13,0,15,"All","All",Inf,86.6666666666667
"Mumbai Indians","Ryan McLaren","Eden Gardens",0,0,2,"All","All",NA,0
"Mumbai Indians","Ryan McLaren","M Chinnaswamy Stadium",40,1,42,"All","All",40,95.2380952380952
"Mumbai Indians","Ryan McLaren","MA Chidambaram Stadium",1,1,3,"All","All",1,33.3333333333333
"Mumbai Indians","Ryan McLaren","Punjab Cricket Association Stadium",0,1,1,"All","All",0,0
"Mumbai Indians","Sachin Tendulkar","Brabourne Stadium",261,6,200,"All","All",43.5,130.5
"Mumbai Indians","Sachin Tendulkar","Buffalo Park",49,2,44,"All","All",24.5,111.363636363636
"Mumbai Indians","Sachin Tendulkar","Dr DY Patil Sports Academy",136,4,121,"All","All",34,112.396694214876
"Mumbai Indians","Sachin Tendulkar","Eden Gardens",42,3,35,"All","All",14,120
"Mumbai Indians","Sachin Tendulkar","Feroz Shah Kotla",188,4,152,"All","All",47,123.684210526316
"Mumbai Indians","Sachin Tendulkar","Kingsmead",77,3,63,"All","All",25.6666666666667,122.222222222222
"Mumbai Indians","Sachin Tendulkar","M Chinnaswamy Stadium",148,4,138,"All","All",37,107.246376811594
"Mumbai Indians","Sachin Tendulkar","MA Chidambaram Stadium",101,3,75,"All","All",33.6666666666667,134.666666666667
"Mumbai Indians","Sachin Tendulkar","New Wanderers Stadium",11,1,11,"All","All",11,100
"Mumbai Indians","Sachin Tendulkar","Newlands",59,0,49,"All","All",Inf,120.408163265306
"Mumbai Indians","Sachin Tendulkar","Punjab Cricket Association Stadium",69,3,63,"All","All",23,109.52380952381
"Mumbai Indians","Sachin Tendulkar","Rajiv Gandhi International Stadium",65,3,55,"All","All",21.6666666666667,118.181818181818
"Mumbai Indians","Sachin Tendulkar","Sawai Mansingh Stadium",185,3,154,"All","All",61.6666666666667,120.12987012987
"Mumbai Indians","Sachin Tendulkar","St George's Park",79,3,62,"All","All",26.3333333333333,127.41935483871
"Mumbai Indians","Sachin Tendulkar","Subrata Roy Sahara Stadium",49,2,48,"All","All",24.5,102.083333333333
"Mumbai Indians","Sachin Tendulkar","SuperSport Park",89,2,74,"All","All",44.5,120.27027027027
"Mumbai Indians","Sachin Tendulkar","Wankhede Stadium",726,21,604,"All","All",34.5714285714286,120.198675496689
"Mumbai Indians","Sanath Jayasuriya","Brabourne Stadium",25,2,19,"All","All",12.5,131.578947368421
"Mumbai Indians","Sanath Jayasuriya","Buffalo Park",6,1,8,"All","All",6,75
"Mumbai Indians","Sanath Jayasuriya","Dr DY Patil Sports Academy",70,3,57,"All","All",23.3333333333333,122.80701754386
"Mumbai Indians","Sanath Jayasuriya","Eden Gardens",18,1,10,"All","All",18,180
"Mumbai Indians","Sanath Jayasuriya","Feroz Shah Kotla",73,2,52,"All","All",36.5,140.384615384615
"Mumbai Indians","Sanath Jayasuriya","Kingsmead",17,3,30,"All","All",5.66666666666667,56.6666666666667
"Mumbai Indians","Sanath Jayasuriya","M Chinnaswamy Stadium",54,1,37,"All","All",54,145.945945945946
"Mumbai Indians","Sanath Jayasuriya","MA Chidambaram Stadium",20,1,11,"All","All",20,181.818181818182
"Mumbai Indians","Sanath Jayasuriya","New Wanderers Stadium",52,1,43,"All","All",52,120.93023255814
"Mumbai Indians","Sanath Jayasuriya","Newlands",26,1,20,"All","All",26,130
