"Bowler","Season","Bowling_Team","Stadium","Runs","Wickets","Balls","Batting_Team","Striker","Average","Economy"
"Amit Mishra",2010,"Delhi Capitals","MA Chidambaram Stadium",13,1,24,"All","All",13,3.25
"Amit Mishra",2010,"Delhi Capitals","Punjab Cricket Association Stadium",23,1,24,"All","All",23,5.75
"Amit Mishra",2010,"Delhi Capitals","Sardar Patel Stadium",34,1,24,"All","All",34,8.5
"Amit Mishra",2011,"Deccan Chargers","Dr DY Patil Sports Academy",26,2,24,"All","All",13,6.5
"Amit Mishra",2011,"Deccan Chargers","Eden Gardens",19,2,24,"All","All",9.5,4.75
"Amit Mishra",2011,"Deccan Chargers","Feroz Shah Kotla",28,1,24,"All","All",28,7
"Amit Mishra",2011,"Deccan Chargers","Himachal Pradesh Cricket Association Stadium",9,4,24,"All","All",2.25,2.25
"Amit Mishra",2011,"Deccan Chargers","MA Chidambaram Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Amit Mishra",2011,"Deccan Chargers","Nehru Stadium",12,1,24,"All","All",12,3
"Amit Mishra",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",212,8,158,"All","All",26.5,8.05063291139241
"Amit Mishra",2011,"Deccan Chargers","Wankhede Stadium",18,1,24,"All","All",18,4.5
"Amit Mishra",2012,"Deccan Chargers","Barabati Stadium",47,1,42,"All","All",47,6.71428571428571
"Amit Mishra",2012,"Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",31,1,24,"All","All",31,7.75
"Amit Mishra",2012,"Deccan Chargers","Feroz Shah Kotla",26,0,12,"All","All",Inf,13
"Amit Mishra",2012,"Deccan Chargers","M Chinnaswamy Stadium",28,2,24,"All","All",14,7
"Amit Mishra",2012,"Deccan Chargers","MA Chidambaram Stadium",18,1,12,"All","All",18,9
"Amit Mishra",2012,"Deccan Chargers","Punjab Cricket Association Stadium",31,1,18,"All","All",31,10.3333333333333
"Amit Mishra",2012,"Deccan Chargers","Rajiv Gandhi International Stadium",110,4,84,"All","All",27.5,7.85714285714286
"Amit Mishra",2012,"Deccan Chargers","Sawai Mansingh Stadium",32,3,24,"All","All",10.6666666666667,8
"Amit Mishra",2012,"Deccan Chargers","Subrata Roy Sahara Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Amit Mishra",2012,"Deccan Chargers","Wankhede Stadium",29,0,24,"All","All",Inf,7.25
"Amit Mishra",2013,"Sunrisers Hyderabad","Eden Gardens",28,0,18,"All","All",Inf,9.33333333333333
"Amit Mishra",2013,"Sunrisers Hyderabad","Feroz Shah Kotla",31,2,48,"All","All",15.5,3.875
"Amit Mishra",2013,"Sunrisers Hyderabad","M Chinnaswamy Stadium",42,0,24,"All","All",Inf,10.5
"Amit Mishra",2013,"Sunrisers Hyderabad","MA Chidambaram Stadium",26,3,24,"All","All",8.66666666666667,6.5
"Amit Mishra",2013,"Sunrisers Hyderabad","Punjab Cricket Association Stadium",20,0,12,"All","All",Inf,10
"Amit Mishra",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",172,12,192,"All","All",14.3333333333333,5.375
"Amit Mishra",2013,"Sunrisers Hyderabad","Sawai Mansingh Stadium",20,0,12,"All","All",Inf,10
"Amit Mishra",2013,"Sunrisers Hyderabad","Subrata Roy Sahara Stadium",19,4,24,"All","All",4.75,4.75
"Amit Mishra",2013,"Sunrisers Hyderabad","Wankhede Stadium",36,0,18,"All","All",Inf,12
"Amit Mishra",2014,"Sunrisers Hyderabad","Dubai International Cricket Stadium",92,0,48,"All","All",Inf,11.5
"Amit Mishra",2014,"Sunrisers Hyderabad","Feroz Shah Kotla",23,2,18,"All","All",11.5,7.66666666666667
"Amit Mishra",2014,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",103,1,66,"All","All",103,9.36363636363636
"Amit Mishra",2014,"Sunrisers Hyderabad","Sardar Patel Stadium",13,0,24,"All","All",Inf,3.25
"Amit Mishra",2014,"Sunrisers Hyderabad","Sharjah Cricket Stadium",83,2,45,"All","All",41.5,11.0666666666667
"Amit Mishra",2014,"Sunrisers Hyderabad","Sheikh Zayed Stadium",26,2,24,"All","All",13,6.5
"Amit Mishra",2015,"Delhi Capitals","Brabourne Stadium",41,0,24,"All","All",Inf,10.25
"Amit Mishra",2015,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,0,12,"All","All",Inf,7
"Amit Mishra",2015,"Delhi Capitals","Eden Gardens",20,1,24,"All","All",20,5
"Amit Mishra",2015,"Delhi Capitals","Feroz Shah Kotla",121,5,91,"All","All",24.2,7.97802197802198
"Amit Mishra",2015,"Delhi Capitals","MA Chidambaram Stadium",21,1,24,"All","All",21,5.25
"Amit Mishra",2015,"Delhi Capitals","Maharashtra Cricket Association Stadium",34,1,24,"All","All",34,8.5
"Amit Mishra",2015,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Amit Mishra",2015,"Delhi Capitals","Wankhede Stadium",25,1,24,"All","All",25,6.25
"Amit Mishra",2016,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",52,1,36,"All","All",52,8.66666666666667
"Amit Mishra",2016,"Delhi Capitals","Eden Gardens",11,1,12,"All","All",11,5.5
"Amit Mishra",2016,"Delhi Capitals","Feroz Shah Kotla",126,8,108,"All","All",15.75,7
"Amit Mishra",2016,"Delhi Capitals","M Chinnaswamy Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Amit Mishra",2016,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",37,0,24,"All","All",Inf,9.25
"Amit Mishra",2016,"Delhi Capitals","Rajiv Gandhi International Stadium",19,2,18,"All","All",9.5,6.33333333333333
"Amit Mishra",2016,"Delhi Capitals","Saurashtra Cricket Association Stadium",19,1,18,"All","All",19,6.33333333333333
"Amit Mishra",2016,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",54,0,42,"All","All",Inf,7.71428571428572
"Amit Mishra",2017,"Delhi Capitals","Eden Gardens",36,0,18,"All","All",Inf,12
"Amit Mishra",2017,"Delhi Capitals","Feroz Shah Kotla",177,4,125,"All","All",44.25,8.496
"Amit Mishra",2017,"Delhi Capitals","Green Park",27,1,12,"All","All",27,13.5
"Amit Mishra",2017,"Delhi Capitals","M Chinnaswamy Stadium",32,0,12,"All","All",Inf,16
"Amit Mishra",2017,"Delhi Capitals","Maharashtra Cricket Association Stadium",11,3,18,"All","All",3.66666666666667,3.66666666666667
"Amit Mishra",2017,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",9,0,6,"All","All",Inf,9
"Amit Mishra",2017,"Delhi Capitals","Rajiv Gandhi International Stadium",33,0,18,"All","All",Inf,11
"Amit Mishra",2017,"Delhi Capitals","Wankhede Stadium",18,2,24,"All","All",9,4.5
"Amit Mishra",2018,"Delhi Capitals","Feroz Shah Kotla",169,9,150,"All","All",18.7777777777778,6.76
"Amit Mishra",2018,"Delhi Capitals","Maharashtra Cricket Association Stadium",30,1,24,"All","All",30,7.5
"Amit Mishra",2018,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",46,0,24,"All","All",Inf,11.5
"Amit Mishra",2018,"Delhi Capitals","Rajiv Gandhi International Stadium",19,2,24,"All","All",9.5,4.75
"Amit Mishra",2019,"Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",37,2,48,"All","All",18.5,4.625
"Amit Mishra",2019,"Delhi Capitals","Feroz Shah Kotla",176,9,138,"All","All",19.5555555555556,7.65217391304348
"Amit Mishra",2019,"Delhi Capitals","MA Chidambaram Stadium",16,0,18,"All","All",Inf,5.33333333333333
"Amit Mishra",2019,"Delhi Capitals","Rajiv Gandhi International Stadium",13,0,18,"All","All",Inf,4.33333333333333
"Amit Mishra",2019,"Delhi Capitals","Sawai Mansingh Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Amit Mishra",2020,"Delhi Capitals","Dubai International Cricket Stadium",23,0,24,"All","All",Inf,5.75
"Amit Mishra",2020,"Delhi Capitals","Sharjah Cricket Stadium",14,1,12,"All","All",14,7
"Amit Mishra",2020,"Delhi Capitals","Zayed Cricket Stadium",35,2,24,"All","All",17.5,8.75
"Amit Mishra",2021,"Delhi Capitals","MA Chidambaram Stadium",55,5,48,"All","All",11,6.875
"Amit Mishra",2021,"Delhi Capitals","Narendra Modi Stadium",27,1,18,"All","All",27,9
"Amit Mishra",2021,"Delhi Capitals","Wankhede Stadium",27,0,18,"All","All",Inf,9
"Amit Singh",2009,"Rajasthan Royals","De Beers Diamond Oval",25,1,18,"All","All",25,8.33333333333333
"Amit Singh",2009,"Rajasthan Royals","Kingsmead",28,4,45,"All","All",7,3.73333333333333
"Amit Singh",2009,"Rajasthan Royals","OUTsurance Oval",23,0,18,"All","All",Inf,7.66666666666667
"Amit Singh",2009,"Rajasthan Royals","SuperSport Park",19,4,24,"All","All",4.75,4.75
"Amit Singh",2011,"Rajasthan Royals","Eden Gardens",7,0,6,"All","All",Inf,7
"Amit Singh",2011,"Rajasthan Royals","Rajiv Gandhi International Stadium",35,3,24,"All","All",11.6666666666667,8.75
"Amit Singh",2011,"Rajasthan Royals","Sawai Mansingh Stadium",153,5,129,"All","All",30.6,7.11627906976744
"Amit Singh",2011,"Rajasthan Royals","Wankhede Stadium",20,1,12,"All","All",20,10
"Amit Singh",2012,"Rajasthan Royals","Eden Gardens",29,1,24,"All","All",29,7.25
"Amit Singh",2012,"Rajasthan Royals","Feroz Shah Kotla",41,2,24,"All","All",20.5,10.25
"Amit Singh",2012,"Rajasthan Royals","M Chinnaswamy Stadium",43,2,23,"All","All",21.5,11.2173913043478
"Amit Singh",2012,"Rajasthan Royals","MA Chidambaram Stadium",45,0,24,"All","All",Inf,11.25
"Amit Singh",2012,"Rajasthan Royals","Sawai Mansingh Stadium",123,3,78,"All","All",41,9.46153846153846
"Amit Singh",2012,"Rajasthan Royals","Wankhede Stadium",29,2,24,"All","All",14.5,7.25
"Amit Uniyal",2010,"Rajasthan Royals","Brabourne Stadium",41,2,24,"All","All",20.5,10.25
"Amit Uniyal",2010,"Rajasthan Royals","Sardar Patel Stadium",25,0,12,"All","All",Inf,12.5
"Anand Rajan",2011,"Deccan Chargers","Himachal Pradesh Cricket Association Stadium",23,0,12,"All","All",Inf,11.5
"Anand Rajan",2011,"Deccan Chargers","Wankhede Stadium",27,3,18,"All","All",9,9
"Anand Rajan",2012,"Deccan Chargers","Barabati Stadium",11,1,12,"All","All",11,5.5
"Anand Rajan",2012,"Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",9,0,12,"All","All",Inf,4.5
"Anand Rajan",2012,"Deccan Chargers","M Chinnaswamy Stadium",44,1,23,"All","All",44,11.4782608695652
"Anand Rajan",2012,"Deccan Chargers","Sawai Mansingh Stadium",45,1,24,"All","All",45,11.25
"Anand Rajan",2013,"Sunrisers Hyderabad","Feroz Shah Kotla",20,1,24,"All","All",20,5
"Anand Rajan",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",22,1,24,"All","All",22,5.5
"Andre Nel",2008,"Mumbai Indians","Feroz Shah Kotla",31,1,18,"All","All",31,10.3333333333333
"Andre Russell",2012,"Delhi Capitals","Feroz Shah Kotla",41,0,24,"All","All",Inf,10.25
"Andre Russell",2012,"Delhi Capitals","Himachal Pradesh Cricket Association Stadium",51,1,24,"All","All",51,12.75
"Andre Russell",2012,"Delhi Capitals","MA Chidambaram Stadium",30,0,24,"All","All",Inf,7.5
"Andre Russell",2012,"Delhi Capitals","Rajiv Gandhi International Stadium",39,0,24,"All","All",Inf,9.75
"Andre Russell",2013,"Delhi Capitals","Eden Gardens",24,0,18,"All","All",Inf,8
"Andre Russell",2013,"Delhi Capitals","Feroz Shah Kotla",44,0,24,"All","All",Inf,11
"Andre Russell",2014,"Kolkata Knight Riders","JSCA International Stadium Complex",25,1,12,"All","All",25,12.5
"Andre Russell",2014,"Kolkata Knight Riders","Sardar Patel Stadium",27,0,18,"All","All",Inf,9
"Andre Russell",2015,"Kolkata Knight Riders","Brabourne Stadium",32,3,24,"All","All",10.6666666666667,8
"Andre Russell",2015,"Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",6,1,6,"All","All",6,6
"Andre Russell",2015,"Kolkata Knight Riders","Eden Gardens",141,5,114,"All","All",28.2,7.42105263157895
"Andre Russell",2015,"Kolkata Knight Riders","Feroz Shah Kotla",21,0,18,"All","All",Inf,7
"Andre Russell",2015,"Kolkata Knight Riders","M Chinnaswamy Stadium",22,1,10,"All","All",22,13.2
"Andre Russell",2015,"Kolkata Knight Riders","MA Chidambaram Stadium",26,2,24,"All","All",13,6.5
"Andre Russell",2015,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",39,2,24,"All","All",19.5,9.75
"Andre Russell",2015,"Kolkata Knight Riders","Wankhede Stadium",37,0,24,"All","All",Inf,9.25
"Andre Russell",2016,"Kolkata Knight Riders","Eden Gardens",160,10,111,"All","All",16,8.64864864864865
"Andre Russell",2016,"Kolkata Knight Riders","Feroz Shah Kotla",26,3,24,"All","All",8.66666666666667,6.5
"Andre Russell",2016,"Kolkata Knight Riders","M Chinnaswamy Stadium",24,1,24,"All","All",24,6
"Andre Russell",2016,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",16,0,12,"All","All",Inf,8
"Andre Russell",2016,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",18,0,6,"All","All",Inf,18
"Andre Russell",2016,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",19,1,24,"All","All",19,4.75
"Andre Russell",2016,"Kolkata Knight Riders","Wankhede Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Andre Russell",2018,"Kolkata Knight Riders","Eden Gardens",177,3,113,"All","All",59,9.39823008849558
"Andre Russell",2018,"Kolkata Knight Riders","Feroz Shah Kotla",28,1,18,"All","All",28,9.33333333333333
"Andre Russell",2018,"Kolkata Knight Riders","Holkar Cricket Stadium",41,3,24,"All","All",13.6666666666667,10.25
"Andre Russell",2018,"Kolkata Knight Riders","M Chinnaswamy Stadium",31,3,18,"All","All",10.3333333333333,10.3333333333333
"Andre Russell",2018,"Kolkata Knight Riders","MA Chidambaram Stadium",35,0,24,"All","All",Inf,8.75
"Andre Russell",2018,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",31,1,18,"All","All",31,10.3333333333333
"Andre Russell",2018,"Kolkata Knight Riders","Wankhede Stadium",12,2,12,"All","All",6,6
"Andre Russell",2019,"Kolkata Knight Riders","Eden Gardens",172,9,120,"All","All",19.1111111111111,8.6
"Andre Russell",2019,"Kolkata Knight Riders","Feroz Shah Kotla",28,1,18,"All","All",28,9.33333333333333
"Andre Russell",2019,"Kolkata Knight Riders","M Chinnaswamy Stadium",16,0,6,"All","All",Inf,16
"Andre Russell",2019,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",29,1,18,"All","All",29,9.66666666666667
"Andre Russell",2019,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",8,0,6,"All","All",Inf,8
"Andre Russell",2019,"Kolkata Knight Riders","Wankhede Stadium",34,0,13,"All","All",Inf,15.6923076923077
"Andre Russell",2020,"Kolkata Knight Riders","Sharjah Cricket Stadium",80,3,48,"All","All",26.6666666666667,10
"Andre Russell",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",95,3,60,"All","All",31.6666666666667,9.5
"Andre Russell",2021,"Kolkata Knight Riders","MA Chidambaram Stadium",85,6,42,"All","All",14.1666666666667,12.1428571428571
"Andre Russell",2021,"Kolkata Knight Riders","Narendra Modi Stadium",2,0,6,"All","All",Inf,2
"Andre Russell",2021,"Kolkata Knight Riders","Wankhede Stadium",27,1,12,"All","All",27,13.5
"Andre Russell",2021,"Kolkata Knight Riders","Zayed Cricket Stadium",74,4,54,"All","All",18.5,8.22222222222222
"Andre Russell",2022,"Kolkata Knight Riders","Brabourne Stadium",65,4,36,"All","All",16.25,10.8333333333333
"Andre Russell",2022,"Kolkata Knight Riders","Dr DY Patil Sports Academy",108,6,53,"All","All",18,12.2264150943396
"Andre Russell",2022,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",53,5,48,"All","All",10.6,6.625
"Andre Russell",2022,"Kolkata Knight Riders","Wankhede Stadium",52,2,32,"All","All",26,9.75
"Andrew Flintoff",2009,"Chennai Super Kings","Kingsmead",50,0,24,"All","All",Inf,12.5
"Andrew Flintoff",2009,"Chennai Super Kings","Newlands",44,1,24,"All","All",44,11
"Andrew Flintoff",2009,"Chennai Super Kings","St George's Park",11,1,18,"All","All",11,3.66666666666667
"Andrew McDonald",2009,"Delhi Capitals","New Wanderers Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Andrew McDonald",2010,"Delhi Capitals","Brabourne Stadium",42,1,24,"All","All",42,10.5
"Andrew McDonald",2010,"Delhi Capitals","Feroz Shah Kotla",54,2,36,"All","All",27,9
"Andrew McDonald",2010,"Delhi Capitals","M Chinnaswamy Stadium",42,2,24,"All","All",21,10.5
"Andrew McDonald",2011,"Delhi Capitals","MA Chidambaram Stadium",23,0,12,"All","All",Inf,11.5
"Andrew McDonald",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",36,3,36,"All","All",12,6
"Andrew McDonald",2012,"Royal Challengers Bangalore","Punjab Cricket Association Stadium",25,2,24,"All","All",12.5,6.25
"Andrew McDonald",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",17,1,12,"All","All",17,8.5
"Andrew Symonds",2008,"Deccan Chargers","Eden Gardens",20,0,12,"All","All",Inf,10
"Andrew Symonds",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",81,0,29,"All","All",Inf,16.7586206896552
"Andrew Symonds",2009,"Deccan Chargers","De Beers Diamond Oval",50,0,30,"All","All",Inf,10
"Andrew Symonds",2009,"Deccan Chargers","Kingsmead",19,1,18,"All","All",19,6.33333333333333
"Andrew Symonds",2009,"Deccan Chargers","New Wanderers Stadium",56,4,54,"All","All",14,6.22222222222222
"Andrew Symonds",2009,"Deccan Chargers","SuperSport Park",35,2,42,"All","All",17.5,5
"Andrew Symonds",2010,"Deccan Chargers","Barabati Stadium",43,4,48,"All","All",10.75,5.375
"Andrew Symonds",2010,"Deccan Chargers","Brabourne Stadium",32,0,24,"All","All",Inf,8
"Andrew Symonds",2010,"Deccan Chargers","Dr DY Patil Sports Academy",101,1,90,"All","All",101,6.73333333333333
"Andrew Symonds",2010,"Deccan Chargers","Eden Gardens",26,2,24,"All","All",13,6.5
"Andrew Symonds",2010,"Deccan Chargers","Feroz Shah Kotla",8,0,12,"All","All",Inf,4
"Andrew Symonds",2010,"Deccan Chargers","Himachal Pradesh Cricket Association Stadium",16,0,12,"All","All",Inf,8
"Andrew Symonds",2010,"Deccan Chargers","M Chinnaswamy Stadium",34,1,18,"All","All",34,11.3333333333333
"Andrew Symonds",2010,"Deccan Chargers","MA Chidambaram Stadium",29,2,18,"All","All",14.5,9.66666666666667
"Andrew Symonds",2010,"Deccan Chargers","Sardar Patel Stadium",9,0,12,"All","All",Inf,4.5
"Andrew Symonds",2010,"Deccan Chargers","Vidarbha Cricket Association Stadium",74,2,60,"All","All",37,7.4
"Andrew Symonds",2011,"Mumbai Indians","Dr DY Patil Sports Academy",7,0,6,"All","All",Inf,7
"Andrew Symonds",2011,"Mumbai Indians","Wankhede Stadium",34,1,18,"All","All",34,11.3333333333333
"Andrew Tye",2017,"Gujarat Lions","M Chinnaswamy Stadium",12,3,24,"All","All",4,3
"Andrew Tye",2017,"Gujarat Lions","Saurashtra Cricket Association Stadium",95,7,78,"All","All",13.5714285714286,7.30769230769231
"Andrew Tye",2017,"Gujarat Lions","Wankhede Stadium",34,2,24,"All","All",17,8.5
"Andrew Tye",2018,"Punjab Kings","Eden Gardens",30,2,24,"All","All",15,7.5
"Andrew Tye",2018,"Punjab Kings","Feroz Shah Kotla",25,2,24,"All","All",12.5,6.25
"Andrew Tye",2018,"Punjab Kings","Holkar Cricket Stadium",133,7,96,"All","All",19,8.3125
"Andrew Tye",2018,"Punjab Kings","M Chinnaswamy Stadium",27,1,24,"All","All",27,6.75
"Andrew Tye",2018,"Punjab Kings","Maharashtra Cricket Association Stadium",47,0,24,"All","All",Inf,11.75
"Andrew Tye",2018,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",108,4,72,"All","All",27,9
"Andrew Tye",2018,"Punjab Kings","Rajiv Gandhi International Stadium",28,0,24,"All","All",Inf,7
"Andrew Tye",2018,"Punjab Kings","Sawai Mansingh Stadium",34,4,24,"All","All",8.5,8.5
"Andrew Tye",2018,"Punjab Kings","Wankhede Stadium",16,4,24,"All","All",4,4
"Andrew Tye",2019,"Punjab Kings","Eden Gardens",37,1,24,"All","All",37,9.25
"Andrew Tye",2019,"Punjab Kings","MA Chidambaram Stadium",38,0,24,"All","All",Inf,9.5
"Andrew Tye",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",158,2,84,"All","All",79,11.2857142857143
"Andrew Tye",2020,"Rajasthan Royals","Sharjah Cricket Stadium",50,1,24,"All","All",50,12.5
"Andrew Tye",2022,"Lucknow Super Giants","Brabourne Stadium",40,2,24,"All","All",20,10
"Andrew Tye",2022,"Lucknow Super Giants","Dr DY Patil Sports Academy",67,0,42,"All","All",Inf,9.57142857142857
"Angelo Mathews",2009,"Kolkata Knight Riders","SuperSport Park",31,0,14,"All","All",Inf,13.2857142857143
"Angelo Mathews",2010,"Kolkata Knight Riders","Brabourne Stadium",29,0,21,"All","All",Inf,8.28571428571428
"Angelo Mathews",2010,"Kolkata Knight Riders","Dr DY Patil Sports Academy",27,1,24,"All","All",27,6.75
"Angelo Mathews",2010,"Kolkata Knight Riders","Eden Gardens",148,5,102,"All","All",29.6,8.70588235294118
"Angelo Mathews",2010,"Kolkata Knight Riders","Feroz Shah Kotla",11,0,12,"All","All",Inf,5.5
"Angelo Mathews",2010,"Kolkata Knight Riders","M Chinnaswamy Stadium",25,1,18,"All","All",25,8.33333333333333
"Angelo Mathews",2010,"Kolkata Knight Riders","MA Chidambaram Stadium",15,0,6,"All","All",Inf,15
"Angelo Mathews",2010,"Kolkata Knight Riders","Punjab Cricket Association Stadium",26,1,24,"All","All",26,6.5
"Angelo Mathews",2010,"Kolkata Knight Riders","Sardar Patel Stadium",33,0,18,"All","All",Inf,11
"Angelo Mathews",2012,"Pune Warriors","Eden Gardens",17,2,24,"All","All",8.5,4.25
"Angelo Mathews",2012,"Pune Warriors","Feroz Shah Kotla",32,0,12,"All","All",Inf,16
"Angelo Mathews",2012,"Pune Warriors","M Chinnaswamy Stadium",35,1,24,"All","All",35,8.75
"Angelo Mathews",2012,"Pune Warriors","MA Chidambaram Stadium",12,0,6,"All","All",Inf,12
"Angelo Mathews",2012,"Pune Warriors","Punjab Cricket Association Stadium",20,1,18,"All","All",20,6.66666666666667
"Angelo Mathews",2012,"Pune Warriors","Sawai Mansingh Stadium",29,1,24,"All","All",29,7.25
