"Bowling_Team","Bowler","Stadium","Runs","Wickets","Balls","Season","Batting_Team","Average","Economy"
"Chennai Super Kings","Mitchell Santner","Dubai International Cricket Stadium",53,2,42,"All","All",26.5,7.57142857142857
"Chennai Super Kings","Mitchell Santner","Eden Gardens",30,1,24,"All","All",30,7.5
"Chennai Super Kings","Mitchell Santner","MA Chidambaram Stadium",39,2,36,"All","All",19.5,6.5
"Chennai Super Kings","Mitchell Santner","Maharashtra Cricket Association Stadium",36,1,18,"All","All",36,12
"Chennai Super Kings","Mitchell Santner","Sawai Mansingh Stadium",25,1,24,"All","All",25,6.25
"Chennai Super Kings","Mitchell Santner","Wankhede Stadium",63,1,60,"All","All",63,6.3
"Chennai Super Kings","Moeen Ali","Arun Jaitley Stadium",17,1,18,"All","All",17,5.66666666666667
"Chennai Super Kings","Moeen Ali","Brabourne Stadium",43,1,36,"All","All",43,7.16666666666667
"Chennai Super Kings","Moeen Ali","Dr DY Patil Sports Academy",42,3,48,"All","All",14,5.25
"Chennai Super Kings","Moeen Ali","Dubai International Cricket Stadium",59,1,60,"All","All",59,5.9
"Chennai Super Kings","Moeen Ali","Maharashtra Cricket Association Stadium",45,2,36,"All","All",22.5,7.5
"Chennai Super Kings","Moeen Ali","Sharjah Cricket Stadium",5,0,6,"All","All",Inf,5
"Chennai Super Kings","Moeen Ali","Wankhede Stadium",85,6,77,"All","All",14.1666666666667,6.62337662337662
"Chennai Super Kings","Moeen Ali","Zayed Cricket Stadium",23,0,14,"All","All",Inf,9.85714285714286
"Chennai Super Kings","Mohit Sharma","Barabati Stadium",38,2,24,"All","All",19,9.5
"Chennai Super Kings","Mohit Sharma","Brabourne Stadium",42,3,24,"All","All",14,10.5
"Chennai Super Kings","Mohit Sharma","Dubai International Cricket Stadium",27,5,36,"All","All",5.4,4.5
"Chennai Super Kings","Mohit Sharma","Eden Gardens",127,3,108,"All","All",42.3333333333333,7.05555555555556
"Chennai Super Kings","Mohit Sharma","Feroz Shah Kotla",93,6,64,"All","All",15.5,8.71875
"Chennai Super Kings","Mohit Sharma","JSCA International Stadium Complex",121,7,96,"All","All",17.2857142857143,7.5625
"Chennai Super Kings","Mohit Sharma","M Chinnaswamy Stadium",69,2,48,"All","All",34.5,8.625
"Chennai Super Kings","Mohit Sharma","MA Chidambaram Stadium",317,16,264,"All","All",19.8125,7.20454545454545
"Chennai Super Kings","Mohit Sharma","Rajiv Gandhi International Stadium",86,2,48,"All","All",43,10.75
"Chennai Super Kings","Mohit Sharma","Sardar Patel Stadium",33,0,24,"All","All",Inf,8.25
"Chennai Super Kings","Mohit Sharma","Sawai Mansingh Stadium",21,1,24,"All","All",21,5.25
"Chennai Super Kings","Mohit Sharma","Shaheed Veer Narayan Singh International Stadium",17,0,12,"All","All",Inf,8.5
"Chennai Super Kings","Mohit Sharma","Sharjah Cricket Stadium",27,2,24,"All","All",13.5,6.75
"Chennai Super Kings","Mohit Sharma","Sheikh Zayed Stadium",52,1,35,"All","All",52,8.91428571428571
"Chennai Super Kings","Mohit Sharma","Subrata Roy Sahara Stadium",21,3,24,"All","All",7,5.25
"Chennai Super Kings","Mohit Sharma","Wankhede Stadium",195,5,132,"All","All",39,8.86363636363636
"Chennai Super Kings","Monu Kumar","Dubai International Cricket Stadium",20,0,12,"All","All",Inf,10
"Chennai Super Kings","Mukesh Choudhary","Brabourne Stadium",132,1,69,"All","All",132,11.4782608695652
"Chennai Super Kings","Mukesh Choudhary","Dr DY Patil Sports Academy",111,7,78,"All","All",15.8571428571429,8.53846153846154
"Chennai Super Kings","Mukesh Choudhary","Maharashtra Cricket Association Stadium",94,5,60,"All","All",18.8,9.4
"Chennai Super Kings","Mukesh Choudhary","Wankhede Stadium",87,3,66,"All","All",29,7.90909090909091
"Chennai Super Kings","Muthiah Muralidaran","Brabourne Stadium",32,2,24,"All","All",16,8
"Chennai Super Kings","Muthiah Muralidaran","Buffalo Park",11,2,18,"All","All",5.5,3.66666666666667
"Chennai Super Kings","Muthiah Muralidaran","De Beers Diamond Oval",22,2,24,"All","All",11,5.5
"Chennai Super Kings","Muthiah Muralidaran","Dr DY Patil Sports Academy",72,4,72,"All","All",18,6
"Chennai Super Kings","Muthiah Muralidaran","Eden Gardens",57,1,48,"All","All",57,7.125
"Chennai Super Kings","Muthiah Muralidaran","Feroz Shah Kotla",50,2,48,"All","All",25,6.25
"Chennai Super Kings","Muthiah Muralidaran","Kingsmead",75,4,90,"All","All",18.75,5
"Chennai Super Kings","Muthiah Muralidaran","M Chinnaswamy Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Chennai Super Kings","Muthiah Muralidaran","MA Chidambaram Stadium",349,10,288,"All","All",34.9,7.27083333333333
"Chennai Super Kings","Muthiah Muralidaran","New Wanderers Stadium",37,2,48,"All","All",18.5,4.625
"Chennai Super Kings","Muthiah Muralidaran","Punjab Cricket Association Stadium",33,1,24,"All","All",33,8.25
"Chennai Super Kings","Muthiah Muralidaran","Rajiv Gandhi International Stadium",22,1,24,"All","All",22,5.5
"Chennai Super Kings","Muthiah Muralidaran","Sardar Patel Stadium",34,0,24,"All","All",Inf,8.5
"Chennai Super Kings","Muthiah Muralidaran","Sawai Mansingh Stadium",20,1,24,"All","All",20,5
"Chennai Super Kings","Muthiah Muralidaran","St George's Park",30,3,48,"All","All",10,3.75
"Chennai Super Kings","Muthiah Muralidaran","SuperSport Park",86,1,72,"All","All",86,7.16666666666667
"Chennai Super Kings","Muthiah Muralidaran","Wankhede Stadium",39,1,36,"All","All",39,6.5
"Chennai Super Kings","Nuwan Kulasekara","Dr DY Patil Sports Academy",26,1,18,"All","All",26,8.66666666666667
"Chennai Super Kings","Nuwan Kulasekara","MA Chidambaram Stadium",56,4,60,"All","All",14,5.6
"Chennai Super Kings","Nuwan Kulasekara","Subrata Roy Sahara Stadium",38,0,24,"All","All",Inf,9.5
"Chennai Super Kings","Palani Amarnath","Feroz Shah Kotla",35,0,18,"All","All",Inf,11.6666666666667
"Chennai Super Kings","Palani Amarnath","M Chinnaswamy Stadium",38,2,24,"All","All",19,9.5
"Chennai Super Kings","Palani Amarnath","MA Chidambaram Stadium",121,4,66,"All","All",30.25,11
"Chennai Super Kings","Palani Amarnath","Punjab Cricket Association Stadium",42,1,24,"All","All",42,10.5
"Chennai Super Kings","Pawan Negi","Eden Gardens",41,1,36,"All","All",41,6.83333333333333
"Chennai Super Kings","Pawan Negi","JSCA International Stadium Complex",42,0,30,"All","All",Inf,8.4
"Chennai Super Kings","Pawan Negi","MA Chidambaram Stadium",88,0,60,"All","All",Inf,8.8
"Chennai Super Kings","Pawan Negi","Punjab Cricket Association Stadium",25,2,24,"All","All",12.5,6.25
"Chennai Super Kings","Pawan Negi","Rajiv Gandhi International Stadium",20,1,12,"All","All",20,10
"Chennai Super Kings","Pawan Negi","Shaheed Veer Narayan Singh International Stadium",28,2,18,"All","All",14,9.33333333333333
"Chennai Super Kings","Pawan Negi","Sheikh Zayed Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Chennai Super Kings","Pawan Negi","Wankhede Stadium",46,0,24,"All","All",Inf,11.5
"Chennai Super Kings","Piyush Chawla","Dubai International Cricket Stadium",83,4,60,"All","All",20.75,8.3
"Chennai Super Kings","Piyush Chawla","Sharjah Cricket Stadium",55,1,24,"All","All",55,13.75
"Chennai Super Kings","Piyush Chawla","Zayed Cricket Stadium",53,1,42,"All","All",53,7.57142857142857
"Chennai Super Kings","Prashant Solanki","Brabourne Stadium",20,2,12,"All","All",10,10
"Chennai Super Kings","Prashant Solanki","Wankhede Stadium",18,0,24,"All","All",Inf,4.5
"Chennai Super Kings","Ravichandran Ashwin","Barabati Stadium",38,0,12,"All","All",Inf,19
"Chennai Super Kings","Ravichandran Ashwin","Brabourne Stadium",26,1,24,"All","All",26,6.5
"Chennai Super Kings","Ravichandran Ashwin","Dr DY Patil Sports Academy",67,2,72,"All","All",33.5,5.58333333333333
"Chennai Super Kings","Ravichandran Ashwin","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",12,0,18,"All","All",Inf,4
"Chennai Super Kings","Ravichandran Ashwin","Dubai International Cricket Stadium",47,1,47,"All","All",47,6
"Chennai Super Kings","Ravichandran Ashwin","Eden Gardens",148,6,144,"All","All",24.6666666666667,6.16666666666667
"Chennai Super Kings","Ravichandran Ashwin","Feroz Shah Kotla",125,5,104,"All","All",25,7.21153846153846
"Chennai Super Kings","Ravichandran Ashwin","Himachal Pradesh Cricket Association Stadium",47,1,48,"All","All",47,5.875
"Chennai Super Kings","Ravichandran Ashwin","JSCA International Stadium Complex",118,5,120,"All","All",23.6,5.9
"Chennai Super Kings","Ravichandran Ashwin","Kingsmead",13,2,24,"All","All",6.5,3.25
"Chennai Super Kings","Ravichandran Ashwin","M Chinnaswamy Stadium",147,3,108,"All","All",49,8.16666666666667
"Chennai Super Kings","Ravichandran Ashwin","MA Chidambaram Stadium",840,43,837,"All","All",19.5348837209302,6.02150537634409
"Chennai Super Kings","Ravichandran Ashwin","Nehru Stadium",31,2,24,"All","All",15.5,7.75
"Chennai Super Kings","Ravichandran Ashwin","Punjab Cricket Association Stadium",73,2,66,"All","All",36.5,6.63636363636364
"Chennai Super Kings","Ravichandran Ashwin","Rajiv Gandhi International Stadium",23,1,24,"All","All",23,5.75
"Chennai Super Kings","Ravichandran Ashwin","Sardar Patel Stadium",21,0,12,"All","All",Inf,10.5
"Chennai Super Kings","Ravichandran Ashwin","Sawai Mansingh Stadium",60,3,42,"All","All",20,8.57142857142857
"Chennai Super Kings","Ravichandran Ashwin","Shaheed Veer Narayan Singh International Stadium",24,0,24,"All","All",Inf,6
"Chennai Super Kings","Ravichandran Ashwin","Sharjah Cricket Stadium",17,0,24,"All","All",Inf,4.25
"Chennai Super Kings","Ravichandran Ashwin","Sheikh Zayed Stadium",44,4,36,"All","All",11,7.33333333333333
"Chennai Super Kings","Ravichandran Ashwin","Subrata Roy Sahara Stadium",39,0,36,"All","All",Inf,6.5
"Chennai Super Kings","Ravichandran Ashwin","Vidarbha Cricket Association Stadium",13,2,24,"All","All",6.5,3.25
"Chennai Super Kings","Ravichandran Ashwin","Wankhede Stadium",207,7,156,"All","All",29.5714285714286,7.96153846153846
"Chennai Super Kings","Ravindra Jadeja","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",23,2,18,"All","All",11.5,7.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Arun Jaitley Stadium",52,1,36,"All","All",52,8.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Barabati Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Chennai Super Kings","Ravindra Jadeja","Brabourne Stadium",86,3,60,"All","All",28.6666666666667,8.6
"Chennai Super Kings","Ravindra Jadeja","Dr DY Patil Sports Academy",90,3,66,"All","All",30,8.18181818181818
"Chennai Super Kings","Ravindra Jadeja","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",16,5,24,"All","All",3.2,4
"Chennai Super Kings","Ravindra Jadeja","Dubai International Cricket Stadium",315,12,234,"All","All",26.25,8.07692307692308
"Chennai Super Kings","Ravindra Jadeja","Eden Gardens",240,6,150,"All","All",40,9.6
"Chennai Super Kings","Ravindra Jadeja","Feroz Shah Kotla",136,7,132,"All","All",19.4285714285714,6.18181818181818
"Chennai Super Kings","Ravindra Jadeja","JSCA International Stadium Complex",116,8,100,"All","All",14.5,6.96
"Chennai Super Kings","Ravindra Jadeja","M Chinnaswamy Stadium",117,5,84,"All","All",23.4,8.35714285714286
"Chennai Super Kings","Ravindra Jadeja","MA Chidambaram Stadium",533,17,456,"All","All",31.3529411764706,7.01315789473684
"Chennai Super Kings","Ravindra Jadeja","Maharashtra Cricket Association Stadium",162,6,144,"All","All",27,6.75
"Chennai Super Kings","Ravindra Jadeja","Punjab Cricket Association IS Bindra Stadium",16,1,12,"All","All",16,8
"Chennai Super Kings","Ravindra Jadeja","Punjab Cricket Association Stadium",47,2,42,"All","All",23.5,6.71428571428571
"Chennai Super Kings","Ravindra Jadeja","Rajiv Gandhi International Stadium",76,0,72,"All","All",Inf,6.33333333333333
"Chennai Super Kings","Ravindra Jadeja","Sardar Patel Stadium",29,1,24,"All","All",29,7.25
"Chennai Super Kings","Ravindra Jadeja","Sawai Mansingh Stadium",78,4,79,"All","All",19.5,5.92405063291139
"Chennai Super Kings","Ravindra Jadeja","Shaheed Veer Narayan Singh International Stadium",16,0,16,"All","All",Inf,6
"Chennai Super Kings","Ravindra Jadeja","Sharjah Cricket Stadium",158,1,101,"All","All",158,9.38613861386139
"Chennai Super Kings","Ravindra Jadeja","Sheikh Zayed Stadium",61,2,40,"All","All",30.5,9.15
"Chennai Super Kings","Ravindra Jadeja","Subrata Roy Sahara Stadium",26,1,24,"All","All",26,6.5
"Chennai Super Kings","Ravindra Jadeja","Wankhede Stadium",397,14,318,"All","All",28.3571428571429,7.49056603773585
"Chennai Super Kings","Ravindra Jadeja","Zayed Cricket Stadium",100,4,81,"All","All",25,7.40740740740741
"Chennai Super Kings","Ronit More","Eden Gardens",31,1,23,"All","All",31,8.08695652173913
"Chennai Super Kings","Ronit More","Rajiv Gandhi International Stadium",28,0,12,"All","All",Inf,14
"Chennai Super Kings","Sam Curran","Arun Jaitley Stadium",64,4,48,"All","All",16,8
"Chennai Super Kings","Sam Curran","Dubai International Cricket Stadium",201,6,138,"All","All",33.5,8.73913043478261
"Chennai Super Kings","Sam Curran","Sharjah Cricket Stadium",68,4,48,"All","All",17,8.5
"Chennai Super Kings","Sam Curran","Wankhede Stadium",153,5,102,"All","All",30.6,9
"Chennai Super Kings","Sam Curran","Zayed Cricket Stadium",186,3,114,"All","All",62,9.78947368421053
"Chennai Super Kings","Samuel Badree","JSCA International Stadium Complex",34,1,42,"All","All",34,4.85714285714286
"Chennai Super Kings","Samuel Badree","M Chinnaswamy Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Chennai Super Kings","Samuel Badree","Wankhede Stadium",34,1,24,"All","All",34,8.5
"Chennai Super Kings","Scott Kuggeleijn","MA Chidambaram Stadium",71,2,48,"All","All",35.5,8.875
"Chennai Super Kings","Scott Styris","Punjab Cricket Association Stadium",13,0,6,"All","All",Inf,13
"Chennai Super Kings","Shadab Jakati","Brabourne Stadium",30,1,24,"All","All",30,7.5
"Chennai Super Kings","Shadab Jakati","Buffalo Park",22,4,24,"All","All",5.5,5.5
"Chennai Super Kings","Shadab Jakati","De Beers Diamond Oval",35,2,24,"All","All",17.5,8.75
"Chennai Super Kings","Shadab Jakati","Dr DY Patil Sports Academy",85,4,54,"All","All",21.25,9.44444444444444
"Chennai Super Kings","Shadab Jakati","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,2,12,"All","All",7,7
"Chennai Super Kings","Shadab Jakati","Eden Gardens",40,2,36,"All","All",20,6.66666666666667
"Chennai Super Kings","Shadab Jakati","Feroz Shah Kotla",23,0,18,"All","All",Inf,7.66666666666667
"Chennai Super Kings","Shadab Jakati","Himachal Pradesh Cricket Association Stadium",14,0,6,"All","All",Inf,14
"Chennai Super Kings","Shadab Jakati","Kingsmead",25,0,24,"All","All",Inf,6.25
"Chennai Super Kings","Shadab Jakati","M Chinnaswamy Stadium",25,1,24,"All","All",25,6.25
"Chennai Super Kings","Shadab Jakati","MA Chidambaram Stadium",521,18,420,"All","All",28.9444444444444,7.44285714285714
"Chennai Super Kings","Shadab Jakati","Nehru Stadium",30,0,18,"All","All",Inf,10
"Chennai Super Kings","Shadab Jakati","New Wanderers Stadium",53,5,48,"All","All",10.6,6.625
"Chennai Super Kings","Shadab Jakati","Punjab Cricket Association Stadium",28,0,13,"All","All",Inf,12.9230769230769
"Chennai Super Kings","Shadab Jakati","Sardar Patel Stadium",30,2,24,"All","All",15,7.5
"Chennai Super Kings","Shadab Jakati","Sawai Mansingh Stadium",30,0,24,"All","All",Inf,7.5
"Chennai Super Kings","Shadab Jakati","St George's Park",26,0,18,"All","All",Inf,8.66666666666667
"Chennai Super Kings","Shadab Jakati","SuperSport Park",56,2,36,"All","All",28,9.33333333333333
"Chennai Super Kings","Shadab Jakati","Vidarbha Cricket Association Stadium",29,1,24,"All","All",29,7.25
"Chennai Super Kings","Shadab Jakati","Wankhede Stadium",64,1,42,"All","All",64,9.14285714285714
"Chennai Super Kings","Shane Watson","Eden Gardens",19,0,12,"All","All",Inf,9.5
"Chennai Super Kings","Shane Watson","M Chinnaswamy Stadium",21,0,12,"All","All",Inf,10.5
"Chennai Super Kings","Shane Watson","MA Chidambaram Stadium",39,2,24,"All","All",19.5,9.75
"Chennai Super Kings","Shane Watson","Maharashtra Cricket Association Stadium",96,1,66,"All","All",96,8.72727272727273
"Chennai Super Kings","Shane Watson","Punjab Cricket Association IS Bindra Stadium",15,1,12,"All","All",15,7.5
"Chennai Super Kings","Shane Watson","Rajiv Gandhi International Stadium",23,0,12,"All","All",Inf,11.5
"Chennai Super Kings","Shane Watson","Sawai Mansingh Stadium",9,0,6,"All","All",Inf,9
"Chennai Super Kings","Shane Watson","Wankhede Stadium",29,2,24,"All","All",14.5,7.25
"Chennai Super Kings","Shardul Thakur","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",13,0,6,"All","All",Inf,13
"Chennai Super Kings","Shardul Thakur","Arun Jaitley Stadium",100,1,48,"All","All",100,12.5
"Chennai Super Kings","Shardul Thakur","Dubai International Cricket Stadium",265,15,192,"All","All",17.6666666666667,8.28125
"Chennai Super Kings","Shardul Thakur","Eden Gardens",18,2,24,"All","All",9,4.5
"Chennai Super Kings","Shardul Thakur","Feroz Shah Kotla",46,1,36,"All","All",46,7.66666666666667
"Chennai Super Kings","Shardul Thakur","M Chinnaswamy Stadium",86,2,48,"All","All",43,10.75
"Chennai Super Kings","Shardul Thakur","MA Chidambaram Stadium",79,3,48,"All","All",26.3333333333333,9.875
"Chennai Super Kings","Shardul Thakur","Maharashtra Cricket Association Stadium",140,6,100,"All","All",23.3333333333333,8.4
"Chennai Super Kings","Shardul Thakur","Punjab Cricket Association IS Bindra Stadium",33,2,18,"All","All",16.5,11
"Chennai Super Kings","Shardul Thakur","Rajiv Gandhi International Stadium",113,3,66,"All","All",37.6666666666667,10.2727272727273
"Chennai Super Kings","Shardul Thakur","Sawai Mansingh Stadium",66,3,48,"All","All",22,8.25
"Chennai Super Kings","Shardul Thakur","Sharjah Cricket Stadium",131,4,86,"All","All",32.75,9.13953488372093
"Chennai Super Kings","Shardul Thakur","Wankhede Stadium",285,6,173,"All","All",47.5,9.88439306358381
"Chennai Super Kings","Shardul Thakur","Zayed Cricket Stadium",139,7,120,"All","All",19.8571428571429,6.95
"Chennai Super Kings","Shivam Dube","Brabourne Stadium",25,0,6,"All","All",Inf,25
"Chennai Super Kings","Shivam Dube","Wankhede Stadium",11,0,6,"All","All",Inf,11
"Chennai Super Kings","Simarjeet Singh","Brabourne Stadium",18,1,18,"All","All",18,6
"Chennai Super Kings","Simarjeet Singh","Dr DY Patil Sports Academy",27,2,24,"All","All",13.5,6.75
"Chennai Super Kings","Simarjeet Singh","Maharashtra Cricket Association Stadium",45,0,24,"All","All",Inf,11.25
"Chennai Super Kings","Simarjeet Singh","Wankhede Stadium",48,1,42,"All","All",48,6.85714285714286
"Chennai Super Kings","Sudeep Tyagi","Buffalo Park",9,1,12,"All","All",9,4.5
"Chennai Super Kings","Sudeep Tyagi","De Beers Diamond Oval",12,0,12,"All","All",Inf,6
"Chennai Super Kings","Sudeep Tyagi","Himachal Pradesh Cricket Association Stadium",24,0,12,"All","All",Inf,12
"Chennai Super Kings","Sudeep Tyagi","Kingsmead",21,1,12,"All","All",21,10.5
"Chennai Super Kings","Sudeep Tyagi","M Chinnaswamy Stadium",19,0,24,"All","All",Inf,4.75
"Chennai Super Kings","Sudeep Tyagi","MA Chidambaram Stadium",104,1,53,"All","All",104,11.7735849056604
"Chennai Super Kings","Sudeep Tyagi","New Wanderers Stadium",18,2,18,"All","All",9,6
"Chennai Super Kings","Sudeep Tyagi","St George's Park",29,1,18,"All","All",29,9.66666666666667
"Chennai Super Kings","Sudeep Tyagi","SuperSport Park",47,0,42,"All","All",Inf,6.71428571428571
"Chennai Super Kings","Sudeep Tyagi","Vidarbha Cricket Association Stadium",12,0,6,"All","All",Inf,12
"Chennai Super Kings","Suraj Randiv","Eden Gardens",14,0,12,"All","All",Inf,7
"Chennai Super Kings","Suraj Randiv","MA Chidambaram Stadium",146,4,120,"All","All",36.5,7.3
"Chennai Super Kings","Suraj Randiv","Punjab Cricket Association Stadium",32,1,24,"All","All",32,8
"Chennai Super Kings","Suraj Randiv","Wankhede Stadium",31,1,18,"All","All",31,10.3333333333333
